品质,味道,价格,分量,外观,物流,客服,粗粒度
"[0.01134576741605997, 0.45539265871047974, 0.5332615375518799]","[0.0223527904599905, 0.4389509856700897, 0.5386962294578552]","[0.039316706359386444, 0.4914685785770416, 0.46921464800834656]","[0.021424097940325737, 0.4189775288105011, 0.5595983862876892]","[0.02991349995136261, 0.41900309920310974, 0.5510834455490112]","[0.03758082911372185, 0.414341539144516, 0.5480775833129883]","[0.0310790054500103, 0.41075757145881653, 0.5581634044647217]","[0.3243878483772278, 0.5419039726257324, 0.13370822370052338]"
"[0.006988950539380312, 0.49165889620780945, 0.5013521313667297]","[0.016765505075454712, 0.44313353300094604, 0.5401009917259216]","[0.012928753159940243, 0.4384411871433258, 0.5486300587654114]","[0.006838546600192785, 0.42854857444763184, 0.5646129250526428]","[0.016245994716882706, 0.4269592761993408, 0.5567947030067444]","[0.007886725477874279, 0.4292924702167511, 0.5628208518028259]","[0.008567087352275848, 0.43208467960357666, 0.5593482255935669]","[0.11780083924531937, 0.5594184398651123, 0.3227807283401489]"
"[0.06267106533050537, 0.35848718881607056, 0.5788417458534241]","[0.08521506935358047, 0.34270769357681274, 0.5720771551132202]","[0.13780419528484344, 0.31046023964881897, 0.551735520362854]","[0.09441409260034561, 0.34050315618515015, 0.5650827288627625]","[0.08162384480237961, 0.36253324151039124, 0.555842936038971]","[0.1237984225153923, 0.3310844302177429, 0.5451171398162842]","[0.14330561459064484, 0.28364884853363037, 0.573045551776886]","[0.5809467434883118, 0.41250208020210266, 0.006551132537424564]"
"[0.014260152354836464, 0.5332000255584717, 0.4525397717952728]","[0.012345537543296814, 0.46952489018440247, 0.5181295275688171]","[0.021187247708439827, 0.4375021159648895, 0.5413106679916382]","[0.01885209232568741, 0.42628389596939087, 0.5548639893531799]","[0.018583109602332115, 0.42791613936424255, 0.553500771522522]","[0.020093971863389015, 0.4286229908466339, 0.551283061504364]","[0.017407260835170746, 0.4267027676105499, 0.5558900237083435]","[0.3115065395832062, 0.5703922510147095, 0.11810127645730972]"
"[0.0084160715341568, 0.5524919033050537, 0.43909209966659546]","[0.009781738743185997, 0.5612834692001343, 0.428934782743454]","[0.016451900824904442, 0.4500493109226227, 0.5334987044334412]","[0.012125279754400253, 0.42583680152893066, 0.5620378851890564]","[0.016010386869311333, 0.4206947684288025, 0.5632948279380798]","[0.008015865460038185, 0.4407363533973694, 0.5512477159500122]","[0.009310104884207249, 0.4214722216129303, 0.5692176222801208]","[0.14509958028793335, 0.5648032426834106, 0.29009711742401123]"
"[0.006188780535012484, 0.44932305812835693, 0.5444880723953247]","[0.010897757485508919, 0.461240291595459, 0.527862012386322]","[0.015083872713148594, 0.45173776149749756, 0.5331783890724182]","[0.011476226150989532, 0.4236747920513153, 0.5648489594459534]","[0.01434850413352251, 0.4395289421081543, 0.5461226105690002]","[0.012080041691660881, 0.4411472678184509, 0.5467727184295654]","[0.009546590968966484, 0.4480178952217102, 0.5424355268478394]","[0.20058751106262207, 0.572330892086029, 0.22708164155483246]"
"[0.08511622995138168, 0.35629725456237793, 0.5585864782333374]","[0.05480264872312546, 0.3756420314311981, 0.5695553421974182]","[0.11831710487604141, 0.34299758076667786, 0.5386853218078613]","[0.08568193018436432, 0.36148008704185486, 0.5528379678726196]","[0.06351469457149506, 0.37838882207870483, 0.5580965280532837]","[0.07736316323280334, 0.3969435691833496, 0.5256932377815247]","[0.05566663667559624, 0.35454148054122925, 0.5897918939590454]","[0.520907998085022, 0.4727146327495575, 0.006377290468662977]"
"[0.010121616534888744, 0.5225929617881775, 0.4672853946685791]","[0.01728861965239048, 0.44832831621170044, 0.5343831181526184]","[0.027392594143748283, 0.4378771185874939, 0.5347303748130798]","[0.032368071377277374, 0.4735313057899475, 0.4941006004810333]","[0.023266933858394623, 0.416581392288208, 0.5601516366004944]","[0.02237922139465809, 0.4214663505554199, 0.5561544299125671]","[0.031348299235105515, 0.4079437255859375, 0.5607080459594727]","[0.28547006845474243, 0.5418849587440491, 0.1726449579000473]"
"[0.0057013072073459625, 0.5686320662498474, 0.42566660046577454]","[0.013917296193540096, 0.45485180616378784, 0.5312308669090271]","[0.02260667271912098, 0.45250430703163147, 0.5248890519142151]","[0.014993919990956783, 0.4292084872722626, 0.5557975769042969]","[0.021970398724079132, 0.42231056094169617, 0.5557190179824829]","[0.01870785839855671, 0.4259713888168335, 0.5553207397460938]","[0.017111539840698242, 0.42404356598854065, 0.5588448643684387]","[0.19607330858707428, 0.5574772953987122, 0.24644947052001953]"
"[0.008338597603142262, 0.5142251253128052, 0.4774363338947296]","[0.005924536846578121, 0.45311540365219116, 0.5409601330757141]","[0.025845501571893692, 0.4401848614215851, 0.5339697003364563]","[0.025198321789503098, 0.4574776887893677, 0.5173240303993225]","[0.015157792717218399, 0.4239145815372467, 0.5609276294708252]","[0.012915032915771008, 0.42539840936660767, 0.5616865754127502]","[0.018564991652965546, 0.41534140706062317, 0.5660936832427979]","[0.1818554848432541, 0.5727160573005676, 0.2454284131526947]"
"[0.004359368700534105, 0.44727084040641785, 0.5483697056770325]","[0.014765778556466103, 0.4523482322692871, 0.5328859686851501]","[0.013834293000400066, 0.5753691792488098, 0.41079655289649963]","[0.009454033337533474, 0.41468021273612976, 0.5758658051490784]","[0.02027221769094467, 0.4603572189807892, 0.5193705558776855]","[0.010526665486395359, 0.44737306237220764, 0.5421002507209778]","[0.009683581069111824, 0.43067988753318787, 0.5596365332603455]","[0.11438369005918503, 0.5704101920127869, 0.3152061104774475]"
"[0.009276889264583588, 0.5705354809761047, 0.4201876223087311]","[0.007913176901638508, 0.45596060156822205, 0.5361262559890747]","[0.026174575090408325, 0.4358091950416565, 0.5380163192749023]","[0.015732282772660255, 0.43664607405662537, 0.5476216077804565]","[0.029578739777207375, 0.41926413774490356, 0.5511570572853088]","[0.02310773730278015, 0.4396663308143616, 0.5372259020805359]","[0.018661335110664368, 0.4268551170825958, 0.5544835925102234]","[0.3917723000049591, 0.5435285568237305, 0.06469915807247162]"
"[0.18510866165161133, 0.2957381308078766, 0.5191531777381897]","[0.08118065446615219, 0.36596235632896423, 0.5528570413589478]","[0.36806362867355347, 0.24089033901691437, 0.39104601740837097]","[0.1379547119140625, 0.29085302352905273, 0.5711922645568848]","[0.12094930559396744, 0.32800012826919556, 0.55105060338974]","[0.11814457178115845, 0.3377385139465332, 0.5441169142723083]","[0.14098787307739258, 0.28923869132995605, 0.5697734355926514]","[0.42074283957481384, 0.5707688331604004, 0.008488321676850319]"
"[0.007842648774385452, 0.4965992271900177, 0.4955580532550812]","[0.011556018143892288, 0.4535146951675415, 0.5349293351173401]","[0.011360125616192818, 0.5433744192123413, 0.4452655017375946]","[0.011417906731367111, 0.4233264625072479, 0.5652555823326111]","[0.022999314591288567, 0.4289097785949707, 0.5480908751487732]","[0.01413679774850607, 0.4407365918159485, 0.5451266169548035]","[0.013799594715237617, 0.4331503212451935, 0.5530500411987305]","[0.20644770562648773, 0.5687229037284851, 0.22482933104038239]"
"[0.02018667943775654, 0.47521325945854187, 0.5046001076698303]","[0.018121464177966118, 0.4455898106098175, 0.5362887382507324]","[0.03794316574931145, 0.43995600938796997, 0.5221008062362671]","[0.024976560845971107, 0.41625797748565674, 0.5587655305862427]","[0.03665813058614731, 0.41362830996513367, 0.5497136116027832]","[0.032326214015483856, 0.41265735030174255, 0.5550163984298706]","[0.03194466605782509, 0.3945181369781494, 0.5735372304916382]","[0.4077048599720001, 0.5420570969581604, 0.050238046795129776]"
"[0.007839389145374298, 0.4508815109729767, 0.5412790775299072]","[0.012565642595291138, 0.4471742808818817, 0.5402600765228271]","[0.013155028223991394, 0.45386025309562683, 0.532984733581543]","[0.012844503857195377, 0.423178493976593, 0.563977062702179]","[0.02106732875108719, 0.4240058660507202, 0.5549267530441284]","[0.01070291455835104, 0.4400862753391266, 0.5492108464241028]","[0.012169805355370045, 0.4252164959907532, 0.5626137256622314]","[0.24594135582447052, 0.5527034401893616, 0.2013552337884903]"
"[0.005943006370216608, 0.4570977985858917, 0.536959171295166]","[0.014078152365982533, 0.5597643852233887, 0.4261573851108551]","[0.01930287294089794, 0.4534061551094055, 0.5272909998893738]","[0.013890502974390984, 0.4171144664287567, 0.5689949989318848]","[0.012827110476791859, 0.4338565468788147, 0.5533163547515869]","[0.012754370458424091, 0.4308648109436035, 0.5563808083534241]","[0.011947300285100937, 0.43048930168151855, 0.5575633645057678]","[0.1809491217136383, 0.5576364398002625, 0.261414498090744]"
"[0.005686804186552763, 0.45977288484573364, 0.5345402956008911]","[0.008512117899954319, 0.45931702852249146, 0.532170832157135]","[0.020772969350218773, 0.43624764680862427, 0.54297935962677]","[0.008555874228477478, 0.41769614815711975, 0.5737479329109192]","[0.012813286855816841, 0.4330838620662689, 0.5541028380393982]","[0.011569652706384659, 0.44327977299690247, 0.5451505184173584]","[0.012598001398146152, 0.4299718737602234, 0.5574301481246948]","[0.16081616282463074, 0.5528964400291443, 0.286287397146225]"
"[0.012462149374186993, 0.4522992968559265, 0.53523850440979]","[0.01660723239183426, 0.4493081271648407, 0.5340847373008728]","[0.05974596366286278, 0.5725927948951721, 0.3676612675189972]","[0.022192789241671562, 0.39940354228019714, 0.5784037709236145]","[0.02784428931772709, 0.432322233915329, 0.5398335456848145]","[0.025914110243320465, 0.4222220480442047, 0.5518637895584106]","[0.01742532290518284, 0.41690346598625183, 0.5656711459159851]","[0.3908345103263855, 0.5389834642410278, 0.07018201798200607]"
"[0.00540660647675395, 0.5762513875961304, 0.4183419644832611]","[0.010313070379197598, 0.4536961317062378, 0.535990834236145]","[0.016648873686790466, 0.46060144901275635, 0.522749662399292]","[0.013090034946799278, 0.41457033157348633, 0.572339653968811]","[0.022669849917292595, 0.4185693860054016, 0.5587608218193054]","[0.011989979073405266, 0.4326932728290558, 0.5553168058395386]","[0.014983943663537502, 0.42868873476982117, 0.5563274025917053]","[0.18447664380073547, 0.5473968386650085, 0.2681264877319336]"
"[0.02600301057100296, 0.43334460258483887, 0.5406523942947388]","[0.017379822209477425, 0.4433082342147827, 0.539311945438385]","[0.05224751681089401, 0.416536808013916, 0.5312156677246094]","[0.03311077132821083, 0.41153958439826965, 0.5553496479988098]","[0.04007526487112045, 0.42373746633529663, 0.5361872911453247]","[0.028673522174358368, 0.4317947328090668, 0.5395317077636719]","[0.02895425446331501, 0.4071173369884491, 0.5639284253120422]","[0.4429946541786194, 0.5302849411964417, 0.02672036550939083]"
"[0.008980113081634045, 0.43372219800949097, 0.5572976469993591]","[0.01203993707895279, 0.44521573185920715, 0.5427443385124207]","[0.011250253766775131, 0.4501981735229492, 0.5385515689849854]","[0.07362101227045059, 0.4939936399459839, 0.43238529562950134]","[0.014399408362805843, 0.43004074692726135, 0.5555598139762878]","[0.0077349781058728695, 0.4366746246814728, 0.5555903911590576]","[0.01188860647380352, 0.4278707206249237, 0.560240626335144]","[0.2441306859254837, 0.5617984533309937, 0.19407087564468384]"
"[0.020804746076464653, 0.5835703611373901, 0.3956248164176941]","[0.008313660509884357, 0.4629803001880646, 0.5287060737609863]","[0.0097681675106287, 0.43654265999794006, 0.553689181804657]","[0.013292457908391953, 0.4284888803958893, 0.5582187175750732]","[0.01693841628730297, 0.42696821689605713, 0.5560933947563171]","[0.025169679895043373, 0.5716544389724731, 0.40317580103874207]","[0.0102327736094594, 0.4327453374862671, 0.5570218563079834]","[0.15371856093406677, 0.5630263686180115, 0.283255010843277]"
"[0.048651114106178284, 0.3992103636264801, 0.5521385669708252]","[0.035187989473342896, 0.40652167797088623, 0.558290421962738]","[0.11293294280767441, 0.3546340763568878, 0.5324329733848572]","[0.056471481919288635, 0.3850342333316803, 0.5584943294525146]","[0.05536753684282303, 0.3857632279396057, 0.5588692426681519]","[0.05260203778743744, 0.39273393154144287, 0.5546640157699585]","[0.06445856392383575, 0.3708847165107727, 0.5646567344665527]","[0.47879743576049805, 0.5042871236801147, 0.01691536046564579]"
"[0.0050068688578903675, 0.5447925329208374, 0.45020049810409546]","[0.02558397315442562, 0.5800216197967529, 0.3943944573402405]","[0.02973969094455242, 0.5469516515731812, 0.42330875992774963]","[0.01084325835108757, 0.4301793575286865, 0.5589773654937744]","[0.025493601337075233, 0.42941924929618835, 0.5450870990753174]","[0.013492695055902004, 0.4371681213378906, 0.549339234828949]","[0.011139283888041973, 0.4365219175815582, 0.5523387789726257]","[0.093879833817482, 0.5833583474159241, 0.3227618336677551]"
"[0.007195767480880022, 0.4590332806110382, 0.5337709188461304]","[0.013724898919463158, 0.445451945066452, 0.540823221206665]","[0.02652813494205475, 0.443437784910202, 0.5300340056419373]","[0.010873918421566486, 0.42225879430770874, 0.5668672323226929]","[0.028126494958996773, 0.44600769877433777, 0.5258657932281494]","[0.019625533372163773, 0.4401506185531616, 0.5402238368988037]","[0.017390631139278412, 0.4371088743209839, 0.5455005168914795]","[0.19845286011695862, 0.5463359355926514, 0.25521120429039]"
"[0.006402613129466772, 0.5193015933036804, 0.47429582476615906]","[0.011039245873689651, 0.45258137583732605, 0.536379337310791]","[0.01896725967526436, 0.45288336277008057, 0.528149425983429]","[0.011946425773203373, 0.4235079884529114, 0.5645456314086914]","[0.023073110729455948, 0.41367071866989136, 0.5632560849189758]","[0.012419010512530804, 0.43228721618652344, 0.5552937388420105]","[0.016938375309109688, 0.42568522691726685, 0.5573763847351074]","[0.2020547240972519, 0.5573210716247559, 0.24062420427799225]"
"[0.0036155306734144688, 0.47097209095954895, 0.525412380695343]","[0.004920516163110733, 0.4535975754261017, 0.5414819717407227]","[0.017976194620132446, 0.45369598269462585, 0.5283278226852417]","[0.04308050498366356, 0.5051697492599487, 0.4517498314380646]","[0.010549857281148434, 0.44213443994522095, 0.547315776348114]","[0.01060946099460125, 0.4370728135108948, 0.55231773853302]","[0.012379870750010014, 0.42234307527542114, 0.565277099609375]","[0.196878120303154, 0.5618604421615601, 0.24126143753528595]"
"[0.007011295761913061, 0.46919578313827515, 0.5237929224967957]","[0.022869739681482315, 0.45697641372680664, 0.5201538801193237]","[0.07565300166606903, 0.5856350660324097, 0.3387119174003601]","[0.07248887419700623, 0.45679330825805664, 0.47071778774261475]","[0.011212131939828396, 0.43813303112983704, 0.5506548881530762]","[0.01963435299694538, 0.4248219132423401, 0.5555437803268433]","[0.023947136476635933, 0.3937588930130005, 0.5822939276695251]","[0.15343572199344635, 0.5880435109138489, 0.2585207223892212]"
"[0.005241993814706802, 0.47876229882240295, 0.5159956812858582]","[0.00739759486168623, 0.449916273355484, 0.5426861643791199]","[0.019159287214279175, 0.44709157943725586, 0.5337491631507874]","[0.009457577019929886, 0.4263322949409485, 0.5642101764678955]","[0.02299473248422146, 0.49322864413261414, 0.48377665877342224]","[0.010264961048960686, 0.4358890950679779, 0.5538459420204163]","[0.011322775855660439, 0.42397716641426086, 0.5647000670433044]","[0.18633082509040833, 0.5561578869819641, 0.25751134753227234]"
"[0.01722298562526703, 0.49705952405929565, 0.4857175052165985]","[0.00865880586206913, 0.45440006256103516, 0.5369411706924438]","[0.03311801329255104, 0.4240826964378357, 0.5427992939949036]","[0.023928331211209297, 0.411810964345932, 0.564260721206665]","[0.029232531785964966, 0.4080245792865753, 0.5627428293228149]","[0.023564785718917847, 0.4155195951461792, 0.5609155893325806]","[0.022824963554739952, 0.4059894382953644, 0.5711855888366699]","[0.3581392765045166, 0.5448592901229858, 0.09700149297714233]"
"[0.013515068218111992, 0.5152322053909302, 0.4712526500225067]","[0.016284776851534843, 0.44357940554618835, 0.5401358604431152]","[0.031372904777526855, 0.4447188973426819, 0.523908257484436]","[0.009050466120243073, 0.4259810447692871, 0.564968466758728]","[0.03133189305663109, 0.4124860465526581, 0.5561820268630981]","[0.029353052377700806, 0.4323708415031433, 0.5382761359214783]","[0.03111758828163147, 0.433230459690094, 0.5356519818305969]","[0.15435519814491272, 0.5417611598968506, 0.3038836717605591]"
"[0.005060115363448858, 0.5247290730476379, 0.47021082043647766]","[0.005129917059093714, 0.4616085886955261, 0.5332614779472351]","[0.015308337286114693, 0.4824998378753662, 0.5021917223930359]","[0.024196941405534744, 0.4918120503425598, 0.48399102687835693]","[0.011995352804660797, 0.4280131757259369, 0.5599915385246277]","[0.008156740106642246, 0.4313335716724396, 0.5605096817016602]","[0.011234283447265625, 0.42753419280052185, 0.5612314939498901]","[0.19760969281196594, 0.5495741367340088, 0.2528161406517029]"
"[0.014178235083818436, 0.5344254374504089, 0.45139628648757935]","[0.012426509521901608, 0.4406069219112396, 0.5469666123390198]","[0.03115887939929962, 0.43756088614463806, 0.5312801599502563]","[0.021051201969385147, 0.4179484248161316, 0.561000406742096]","[0.02603023871779442, 0.42093920707702637, 0.5530304908752441]","[0.019420450553297997, 0.43207481503486633, 0.5485047101974487]","[0.024365045130252838, 0.4103284180164337, 0.5653066039085388]","[0.4152691960334778, 0.5213151574134827, 0.06341564655303955]"
"[0.006522851530462503, 0.5747186541557312, 0.41875845193862915]","[0.007890664972364902, 0.45397549867630005, 0.5381338596343994]","[0.017329299822449684, 0.4595464766025543, 0.5231241583824158]","[0.009930484928190708, 0.43303945660591125, 0.5570300817489624]","[0.018646754324436188, 0.4224552810192108, 0.5588979125022888]","[0.011148806661367416, 0.43406566977500916, 0.554785430431366]","[0.015764309093356133, 0.42444735765457153, 0.5597884058952332]","[0.2068789154291153, 0.5364751219749451, 0.25664597749710083]"
"[0.006561789195984602, 0.46120357513427734, 0.5322346091270447]","[0.013578738085925579, 0.4415569305419922, 0.544864296913147]","[0.02699277549982071, 0.4387722611427307, 0.5342349410057068]","[0.008979124017059803, 0.4973263740539551, 0.4936944544315338]","[0.01595797762274742, 0.43687692284584045, 0.5471650958061218]","[0.026074955239892006, 0.5124422907829285, 0.4614827632904053]","[0.018327997997403145, 0.4489745795726776, 0.5326974391937256]","[0.16089631617069244, 0.5505867600440979, 0.2885168790817261]"
"[0.005452689249068499, 0.5433996319770813, 0.4511476457118988]","[0.008827942423522472, 0.4488399028778076, 0.542332112789154]","[0.01685984805226326, 0.46100932359695435, 0.5221309065818787]","[0.01072814129292965, 0.4187556803226471, 0.5705161690711975]","[0.016739312559366226, 0.4236263632774353, 0.5596343278884888]","[0.012080248445272446, 0.43114444613456726, 0.5567753314971924]","[0.013458319008350372, 0.42867520451545715, 0.5578665733337402]","[0.14513784646987915, 0.5551862716674805, 0.29967591166496277]"
"[0.01491143275052309, 0.44517841935157776, 0.539910078048706]","[0.019758038222789764, 0.4396917521953583, 0.5405502319335938]","[0.1504291594028473, 0.5184758901596069, 0.331094890832901]","[0.025204764679074287, 0.3917178511619568, 0.5830773711204529]","[0.03289632499217987, 0.4254317581653595, 0.5416719317436218]","[0.049401432275772095, 0.4060363471508026, 0.5445622205734253]","[0.02513381652534008, 0.3999987542629242, 0.5748674273490906]","[0.39404553174972534, 0.5498324632644653, 0.05612197890877724]"
"[0.005932365078479052, 0.44555479288101196, 0.548512876033783]","[0.017238862812519073, 0.5828221440315247, 0.39993903040885925]","[0.027260558679699898, 0.5293358564376831, 0.44340354204177856]","[0.014008798636496067, 0.4119379222393036, 0.5740532279014587]","[0.014964479953050613, 0.4358145296573639, 0.5492210388183594]","[0.011774453334510326, 0.42111343145370483, 0.5671120285987854]","[0.008956287056207657, 0.4393635392189026, 0.5516801476478577]","[0.08780006319284439, 0.5675336718559265, 0.3446662724018097]"
"[0.00912745576351881, 0.5726720094680786, 0.4182005226612091]","[0.013162261806428432, 0.4474514424800873, 0.5393862128257751]","[0.022214790806174278, 0.4476635754108429, 0.5301215648651123]","[0.0151651157066226, 0.4180329442024231, 0.5668019652366638]","[0.019401321187615395, 0.42548486590385437, 0.5551137328147888]","[0.01790831983089447, 0.42812803387641907, 0.5539636611938477]","[0.01710788533091545, 0.4220181405544281, 0.5608740448951721]","[0.23370663821697235, 0.5526730418205261, 0.21362031996250153]"
"[0.0050757587887346745, 0.5767611265182495, 0.4181630611419678]","[0.010311810299754143, 0.45506012439727783, 0.5346280336380005]","[0.016825079917907715, 0.45676863193511963, 0.5264062881469727]","[0.013707200065255165, 0.4198110103607178, 0.5664818286895752]","[0.028200853615999222, 0.4150676429271698, 0.5567315220832825]","[0.01245461031794548, 0.4331633448600769, 0.5543820858001709]","[0.011972444131970406, 0.43127620220184326, 0.5567513108253479]","[0.14074644446372986, 0.5528658628463745, 0.3063877820968628]"
"[0.01049806084483862, 0.4630837142467499, 0.5264182686805725]","[0.01873283088207245, 0.4524727463722229, 0.5287944078445435]","[0.024592114612460136, 0.44707900285720825, 0.5283288955688477]","[0.022978227585554123, 0.40795329213142395, 0.569068431854248]","[0.023451829329133034, 0.43018344044685364, 0.5463647842407227]","[0.021898729726672173, 0.4269884526729584, 0.5511128902435303]","[0.019021810963749886, 0.4199407398700714, 0.5610374808311462]","[0.32465532422065735, 0.5765175223350525, 0.09882710874080658]"
"[0.00470106303691864, 0.5566531419754028, 0.43864575028419495]","[0.014080812223255634, 0.49020230770111084, 0.49571692943573]","[0.02084360644221306, 0.43621090054512024, 0.5429454445838928]","[0.012967274524271488, 0.40677201747894287, 0.5802607536315918]","[0.010109486989676952, 0.43741723895072937, 0.5524733066558838]","[0.018947040662169456, 0.5086185336112976, 0.4724344313144684]","[0.010971230454742908, 0.44218021631240845, 0.5468485951423645]","[0.09694309532642365, 0.5447821617126465, 0.3582747280597687]"
"[0.020243139937520027, 0.45633941888809204, 0.5234174132347107]","[0.017005519941449165, 0.4397948086261749, 0.5431996583938599]","[0.05655520409345627, 0.44517722725868225, 0.49826759099960327]","[0.027600053697824478, 0.41764765977859497, 0.5547523498535156]","[0.03807825967669487, 0.4111531376838684, 0.5507686734199524]","[0.04044036567211151, 0.419689416885376, 0.5398702025413513]","[0.03665023297071457, 0.38707679510116577, 0.5762729048728943]","[0.4287335276603699, 0.5435826182365417, 0.0276839267462492]"
"[0.053606946021318436, 0.4830193817615509, 0.46337366104125977]","[0.021350635215640068, 0.44807931780815125, 0.5305700898170471]","[0.061774369329214096, 0.39075544476509094, 0.5474701523780823]","[0.034892063587903976, 0.4029741883277893, 0.5621337890625]","[0.03279263898730278, 0.40778598189353943, 0.5594214200973511]","[0.037642765790224075, 0.40081822872161865, 0.5615389943122864]","[0.04216558113694191, 0.3931419849395752, 0.5646924376487732]","[0.44237086176872253, 0.5308010578155518, 0.02682803012430668]"
"[0.009361370466649532, 0.4684669077396393, 0.522171676158905]","[0.016140032559633255, 0.45075830817222595, 0.5331016182899475]","[0.019760694354772568, 0.46793705224990845, 0.5123022198677063]","[0.010207234881818295, 0.43700456619262695, 0.552788257598877]","[0.12484168261289597, 0.5013680458068848, 0.37379029393196106]","[0.030287014320492744, 0.43200743198394775, 0.5377054810523987]","[0.01627134531736374, 0.4213094115257263, 0.5624192357063293]","[0.25718504190444946, 0.5562201142311096, 0.1865948587656021]"
"[0.00544704170897603, 0.4643385410308838, 0.5302144885063171]","[0.011322300881147385, 0.4428183138370514, 0.5458593368530273]","[0.0514671690762043, 0.5813930034637451, 0.3671398162841797]","[0.008767888881266117, 0.4287359118461609, 0.5624961853027344]","[0.07402415573596954, 0.5175605416297913, 0.4084152579307556]","[0.025777200236916542, 0.4289977550506592, 0.5452250242233276]","[0.010369248688220978, 0.43405190110206604, 0.5555788278579712]","[0.1898934543132782, 0.5665866136550903, 0.24351996183395386]"
"[0.018555207177996635, 0.5146233439445496, 0.4668214023113251]","[0.006569869350641966, 0.4564010202884674, 0.5370290875434875]","[0.029389841482043266, 0.43220001459121704, 0.5384100675582886]","[0.016153648495674133, 0.4313604235649109, 0.552486002445221]","[0.022849204018712044, 0.4152015745639801, 0.5619491934776306]","[0.01969045400619507, 0.4238649010658264, 0.5564446449279785]","[0.02233726717531681, 0.414838582277298, 0.5628241300582886]","[0.28853532671928406, 0.5216732025146484, 0.18979153037071228]"
"[0.028596101328730583, 0.5618414878845215, 0.4095623791217804]","[0.010498572140932083, 0.45455655455589294, 0.5349448323249817]","[0.03533974662423134, 0.4211399257183075, 0.5435203909873962]","[0.029077932238578796, 0.41248655319213867, 0.5584355592727661]","[0.03789210692048073, 0.39661750197410583, 0.5654903650283813]","[0.026832791045308113, 0.4053604006767273, 0.5678067803382874]","[0.028212901204824448, 0.3994715213775635, 0.572315514087677]","[0.36156904697418213, 0.5483132004737854, 0.09011770784854889]"
"[0.012952221557497978, 0.5346202850341797, 0.45242756605148315]","[0.010674303397536278, 0.46465590596199036, 0.5246698260307312]","[0.037217043340206146, 0.5766163468360901, 0.38616660237312317]","[0.01387872640043497, 0.40431976318359375, 0.5818014740943909]","[0.02310311794281006, 0.42295128107070923, 0.5539455413818359]","[0.0175176952034235, 0.426511287689209, 0.5559709668159485]","[0.014146339148283005, 0.4274350702762604, 0.5584185719490051]","[0.2496093362569809, 0.5410316586494446, 0.20935899019241333]"
"[0.0050798095762729645, 0.5342158079147339, 0.4607042968273163]","[0.015531959012150764, 0.44700878858566284, 0.5374592542648315]","[0.037508513778448105, 0.5918079614639282, 0.3706835210323334]","[0.010018080472946167, 0.4175299108028412, 0.5724520683288574]","[0.024167433381080627, 0.41546744108200073, 0.5603651404380798]","[0.016089919954538345, 0.42661771178245544, 0.5572924017906189]","[0.01057226862758398, 0.4250161051750183, 0.5644116997718811]","[0.1545255035161972, 0.561773419380188, 0.2837010622024536]"
"[0.00740431435406208, 0.45517438650131226, 0.5374212861061096]","[0.011994197964668274, 0.4467226266860962, 0.541283130645752]","[0.038754578679800034, 0.5840519070625305, 0.37719354033470154]","[0.01362966001033783, 0.41752588748931885, 0.5688444972038269]","[0.02182161808013916, 0.4347217082977295, 0.5434566736221313]","[0.02180570736527443, 0.43415138125419617, 0.5440429449081421]","[0.015459158457815647, 0.42573288083076477, 0.5588079690933228]","[0.24086888134479523, 0.5716438293457031, 0.18748728930950165]"
"[0.007243636529892683, 0.4437342584133148, 0.5490220785140991]","[0.011821631342172623, 0.4715673625469208, 0.5166110396385193]","[0.017466658726334572, 0.4651516079902649, 0.5173817276954651]","[0.05898098275065422, 0.48888418078422546, 0.4521348178386688]","[0.014638194814324379, 0.4271971583366394, 0.558164656162262]","[0.015249297954142094, 0.42387208342552185, 0.5608786940574646]","[0.01468108780682087, 0.4139980971813202, 0.5713208317756653]","[0.2668503224849701, 0.5605043768882751, 0.17264524102210999]"
"[0.00817390438169241, 0.46226438879966736, 0.5295616984367371]","[0.01115642674267292, 0.44870537519454956, 0.5401382446289062]","[0.04120735824108124, 0.44505980610847473, 0.5137328505516052]","[0.01338543463498354, 0.4236932396888733, 0.5629212856292725]","[0.027749359607696533, 0.4274306893348694, 0.5448200106620789]","[0.022806210443377495, 0.42786744236946106, 0.5493263006210327]","[0.021233538165688515, 0.532721757888794, 0.4460447132587433]","[0.3333022892475128, 0.5706960558891296, 0.09600171446800232]"
"[0.037817757576704025, 0.5290231704711914, 0.4331590533256531]","[0.014061707071959972, 0.4569219648838043, 0.5290163159370422]","[0.04129102826118469, 0.42246049642562866, 0.536248505115509]","[0.04034150391817093, 0.4052774906158447, 0.5543810725212097]","[0.03929638862609863, 0.4080790877342224, 0.552624523639679]","[0.0323840007185936, 0.41898253560066223, 0.5486334562301636]","[0.03408162668347359, 0.3911428451538086, 0.5747755765914917]","[0.4875488877296448, 0.47877237200737, 0.03367878124117851]"
"[0.01129437331110239, 0.43211281299591064, 0.5565927624702454]","[0.017891818657517433, 0.44321590662002563, 0.5388922691345215]","[0.13378840684890747, 0.5264952182769775, 0.33971646428108215]","[0.1892663687467575, 0.40509694814682007, 0.405636727809906]","[0.03952730819582939, 0.41538554430007935, 0.5450870990753174]","[0.04780449718236923, 0.4003016948699951, 0.5518937706947327]","[0.027197513729333878, 0.39587628841400146, 0.5769261717796326]","[0.3610179126262665, 0.5693201422691345, 0.06966196000576019]"
