评论编号,评论,评分,用户名,用户地址,评论时间
18826725072,真的很不值得买这个西柚，首先的一个问题就是快递包装，非常捡漏，过来都压坏了。然后水果本身是不新鲜的，味道也不行，没有下次了。,1,-***-,,2023-02-25 17:09:07
18819228775,口感不错，客服态度好，希望品检上再接再厉！,5,a***9,,2023-02-23 11:07:58
18811456082,卖家态度很好，有一个坏果直接按折价给赔偿了金额，好果是真的好，我还担心水分不足，可是切开之后真是很不错，水分足，果肉细腻，味道也不错没有很酸很苦，还会回购,5,米***奇,,2023-02-21 10:25:14
18809893688,还可以，就是有一点点酸，很大个，还是不错的,5,j***M,,2023-02-20 18:58:03
18797966311,坏的，差评,5,j***g,,2023-02-18 10:38:24
15101138212,很新鲜，次日到的，这种新鲜的红心西柚吃起来口感很好，颜色漂亮，很有食欲，营养也高，在这个干燥的季节是需要多吃水果来补充一下身体的水分，这是我吃过的最好吃的西柚了红嫩嫩的。,5,j***y,,2020-12-27 10:28:49
15096503742,这天吃些柚子，很适宜！西柚很新鲜，外皮没有一点点皱褶，个头是均匀的，果肉细腻多汁，特别鲜嫩爽口，蛮经济划算的，皮薄果肉红色鲜嫩，酸酸甜甜，以后水果就一直在这家店铺购买了,5,j***o,,2020-12-26 06:44:53
15091333689,汁水多，果肉丰满。吃起来很甜，红色纯正，而且没坏果都挺大的，表皮光滑，果肉水份充足，皮薄新鲜没有磕碰，西柚非常新鲜，表皮没有斑点，果子个头大小均匀,5,j***1,,2020-12-24 19:50:13
15076636838,西柚真的很棒棒，个头很大，平均下来的价格很便宜，再加上味道好，汁水多，而且没那么酸，苦味的话还是稍微会有些的，毕竟红心柚多少都会有这样的味道。总起来说很满意的，还会再来回购，西柚的维生素满满的！赞！！,5,j***f,,2020-12-21 13:51:19
14678940638,第三箱了，发货依然很快，两天到手，这次的果子很大个，皮薄薄的软软的很好剥，汁水超级多，而且好甜哈哈哈，有人说评价西柚甜的都是托，我想说那只是你没有吃到好吃的西柚。这次下单后我还去另一家店买了一份，发货慢不说，收到的西柚看起来大拿着轻，一剥才知道皮超厚，里面也没有汁水，吃一口真心苦！！没有对比就没有伤害，这家的西柚真的优秀。,5,小***4,,2020-09-24 14:44:47
14274480593,回购了很多次了，现在成了家里每天的必备水果，果肉细腻紧实、水分充足。酸甜略带点苦味，很好！,5,1***u,,2020-06-12 16:21:37
14266525146,西柚特别好今天早上和其他水果一起备好，整个厨房飘着西柚的香味营养价值高 非常新鲜的西柚每个果子都很新鲜，拿在手中分量也足，个头饱满 太好吃了 口感非常不错，每个星期都要吃水果，多吃一些水果也可以补充维生素，这家西柚是不错的选择 值得购买,5,j***A,,2020-06-10 20:19:08
14258273614,比水果店的价钱卖的实惠多了，个头均匀饱满，没有坏果子，是补叶酸的好水果，尝了个酸甜的，不苦还不错越吃越想吃。又大又好，口感极好红红的果肉看起来就特别有食欲！,5,1***8,,2020-06-09 06:54:50
13687609373,酸酸甜甜的，都特别喜欢吃。果肉红润润的，清新的柚子味，特别好闻皮薄肉厚，汁水很饱满每个的个头一样大，份量也是挺足。皮薄肉厚好甜，柚子颜色超级漂亮,5,j***k,,2020-01-05 20:20:14
14763082360,这次买的西柚水分非常充足，很多人不喜欢西柚，其实苦的是白色筋膜，只要吃的时候去除掉就好了，西柚的香味很特别，颜色也非常漂亮，用来做沙拉和饮料都非常赞。,5,梁***5,,2020-10-17 11:47:18
18750278784,货物收到了，快递速度很快，仔细检查一下发现没有一个是坏的，除了有一个可能跌到了有点软一切问题都不大，看起来还是很新鲜的，不错！,5,贱***敌,,2023-02-04 17:22:20
18706638250,有点苦，这次买的不塌好吃,3,随***1,,2023-01-18 08:02:39
18696454595,收到了就吃了真的很好吃。,5,j***k,,2023-01-15 12:08:49
18693329990,到货了，有一个坏果商家直接赔付。非常好,5,j***R,,2023-01-14 15:16:51
18686574183,发货速度快，可惜发往北方的水果，商家没做任何防冻措施，就一个纸箱子，西柚全冻成冰坨坨了，尝一个又酸又涩，剩下的几个化了就烂了，没一个能吃的,1,j***o,,2023-01-12 19:54:51
18663509081,不知道什么原因，柚子是苦的，非常苦,5,u***1,,2023-01-07 13:37:48
18661671034,个头还行，用来做满杯红柚不错,5,j***E,,2023-01-06 22:32:43
18653461549,看过有差评存在侥幸心理买了，结果外皮看起来还好，捏着软软的，一打开里面全是粘不拉几的，软软的，吃起来也没有西柚的味道，实在不敢吃了扔了，真是白瞎,1,j***u,,2023-01-05 00:49:26
18648263037,这个真的太🉑了，🎁包装很精美，宝贝做工比较精细，商家特别好❤，有问题都及时处理👍，确实是一次相当满意的网购，还会再来的😘特别特别特别好，没有任何破损的地方，外观也好看，好评！包装非常结实，东西保护得很好，值得好评,5,j****,,2023-01-03 23:08:07
18646870010,果子水分很足，果肉红色，味道也甘甜，因为果皮略带苦味，吃的时候需要把皮去干净。主要是因为营养丰富才购买的。总之很满意，可以考虑回购。,5,j***江,,2023-01-03 19:14:52
18629848582,到货比较快，快递包装也完好，就是果子稍微带点苦涩，个头还算可以，京东非常方便，已多次购买京东的水果。,5,G***6,,2022-12-31 10:44:57
18629777963,不新鲜，有烂臭味,1,j***c,,2022-12-31 10:27:48
18627587544,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️不错，喜欢，性价比高，以后会经常光顾,5,t***5,,2022-12-30 18:10:09
18624069449,烂的多,1,j***5,,2022-12-29 21:36:39
18615197331,非常差劲，全是碰伤的,5,j***t,,2022-12-27 19:04:37
18598793230,吃完了，忘了评价，挺好的,5,向***球,,2022-12-24 13:04:54
18596436319,很一般！,1,u***x,,2022-12-23 20:36:18
18593508713,鲜榨果汁，鲜香甜可口。,5,B***e,,2022-12-23 11:32:18
18569336459,在品赞买过2次牛油果次水果，品质非常好，个头均匀，肉质饱满，这回买的红心柚也非常好。感谢京东,5,w***2,,2022-12-19 16:15:06
18561457081,如果发票可以准时开就更好了,5,j***j,,2022-12-18 10:53:24
16031249188,好苦，难以下咽,3,j***g,,2021-07-23 23:47:53
14751115883,闻到柚子的香了，很新鲜，用来榨汁喝跟吃果肉都非常棒，里面的汁水特别多，西柚买的太值了，富含维生素C，吃了对身体好，性价比较高，吃的停不下来。,5,坑***多,,2020-10-14 09:56:51
14690437773,清香四溢，看着就想吃，剥开皮薄肉多，汁水也多，果肉丰满。吃起来很甜，打开箱子还有股好闻的淡淡的果香红红的果肉看起来就特别食欲，重要的是价格特别实惠,5,小***杨,,2020-09-27 15:00:50
14687926472,物美价廉，下次还来,5,j***r,,2020-09-26 21:06:39
14680709923,饱满多汁香甜没有**😍，很好吃喔，最重要的是皮薄可剥颜色红红的很是漂亮😍，个头很匀称握着沉甸甸的没想到剥开以后果肉很好😍,5,j***o,,2020-09-24 22:31:25
14678252602,"补充一下营养，颜色也挺好看 是很棒的日常水果 开箱就能闻到西柚的香味 每个都沉甸甸的 水分很足 很满意
孩子很喜欢吃",5,爱***7,,2020-09-24 11:32:54
12938857602,西柚收到了，包装严实没有破损，很新鲜水分足，口感不错，家人都爱吃，继续关注购买！,5,芯***3,,2019-06-24 10:26:22
15050500529,红红的果肉看起来就特别有食欲，真的无敌了，拿手直接扒开吃最好了，每个西柚都挺好，色泽鲜亮，我是搭配柠檬榨汁喝，蛮经济划算的，以后水果就一直在这家店铺购买了,5,j***y,,2020-12-15 17:20:23
15033972789,回购多次了，这次的也可以，果很大，好吃。,5,j***6,,2020-12-12 13:31:48
15030198596,很新鲜，用来榨汁和吃都非常棒，里面的汁水也特别多，西柚买的太值了，一下去特别新鲜。隔着很远就能闻到一股清香的味道，比水果店的价钱卖的实惠多了,5,j***t,,2020-12-11 17:06:12
18431753022,发货较慢，很久才收到,5,y***5,,2022-11-23 12:15:38
18429385699,有一个缩水坏了、其它还行，就有点苦,2,番***怪,,2022-11-22 20:22:22
18421383922,"好多坏果啊 顶上面还发霉了 哎 
下次不敢买了
本来拍了照片还存了 结果上传不了
第一次给评级 结果还是差评！！！气死我呀",1,j***d,,2022-11-21 07:50:25
18414655893,发来的水果是烂的，我在这个收到后20分钟之内就给客服反馈了，她居然说我过了48个小时反馈时间，服务态度极其恶劣，根本不理会证据。,1,j***t,,2022-11-19 17:43:21
18409613983,非常好吃,5,w***5,,2022-11-18 16:03:09
18400834156,比较新鲜，产品描述真实，推荐购买,5,j***t,,2022-11-16 20:32:13
18398632398,非常后悔的一次购物。,1,C***t,,2022-11-16 13:59:21
18395106427,京东快递就是快，昨天下单今天就到了。非常感谢京东快递。商品也很好，非常满意。,5,x***a,,2022-11-15 20:05:34
18393344187,还可以吧，红心小柚子。,5,j***F,,2022-11-15 15:03:12
18388045986,挺好的👌,5,j***a,,2022-11-14 16:52:14
18378018941,果粒大、果汁多，味道很甜，,5,z***8,,2022-11-12 23:48:21
18377697105,盆友圈推荐、果断买、值值值,5,z***8,,2022-11-12 22:34:19
18372186833,此用户未填写评价内容,1,铁***熊,,2022-11-12 08:17:02
18369570046,货到了，太苦了，吃不习惯。商家说又不能退。只好丢掉。,5,j***1,,2022-11-11 19:10:25
18367837169,本身就六个果子 但其中有一个有瑕疵 商家不认 算了不想多说,5,j***v,,2022-11-11 14:26:33
18367100879,实在是垃圾，一点也不新鲜,2,h***1,,2022-11-11 12:19:45
18364520300,果子不错,5,秋***后,,2022-11-10 22:25:31
18359760228,刚收到货的时候就发现外观烂了两个了，商家已经理赔，本以为他能放，结果放了冰箱一个多星期再处理那两个，准备开吃，外观还是挺好的，没有烂，结果一刀切开他，里面都是腐烂的，无语，，,1,j***2,,2022-11-10 04:53:19
18355958530,还可以吧，以前也没在这里买过，这个西柚,5,y***n,,2022-11-09 11:56:55
18348388914,好小,3,大***饼,,2022-11-07 21:46:47
15024874674,西柚果味浓郁扑鼻酸酸的是真好吃干净饱满开之后有芬芳的清新柠檬味道.闻着让**口水特别酸甜！一口下去特别新鲜。果实饱满，值得选购的，一剥开感觉水份要溢出来了一样这次又回购了，那是相当香甜了，个头很大，每个都是好好的孩子们都非常喜欢皮超级薄。,5,哇***咖,,2020-12-10 13:48:38
15022971090,西柚不错，挺大，不算小，还会回购，减肥水果，热量低，水份少，一次吃一个棒呆！哈哈，很大一个，也没坏，水汪汪蛮新鲜的，物流很快 规格重量：标准 口感味道：个大饱满，口味纯正，货真价实nbsp;,5,j***d,,2020-12-09 23:57:23
15019688489,打开就闻到柚子的香味儿了，红色果肉，晶莹剔透果汁带点酸很可口，色漂亮，已经买了多次了，做为减肥食谱来的，吃完还会再买，水分也很充足，爱了爱了，红红的果肉让人心情特别愉悦！,5,杨***0,,2020-12-09 11:08:38
14982383248,是柚子特有香气，把柚子皮放入冰箱是一个不错的去味方法💋。红红的果肉非常诱人，跟柠檬蜂蜜百搭。可以美容养颜又能增强机体的解毒功能，皮薄肉厚，鲜嫩爽口，做餐后水果都很不错。,5,b***0,,2020-11-30 17:34:03
14975754916,买了两箱，个头均匀，没有坏果，非常好👍,5,j***a,,2020-11-29 08:17:33
14959312633,第一次买西柚，果汁很多，颜色也非常红，整体口感不错呦，准备吃完再下单，推荐！,5,l***1,,2020-11-25 12:17:25
14954665943,吃起来口感真的是太赞了，超级水，超好吃，下次继续光顾便宜实惠，真的不错呢 西柚减肥美容，吃起来很好吃红色纯正，我用一个西柚，蜂蜜，气泡水，做了三杯西柚气泡水，零卡路里，适合减肥健身美容人士，好喝！,5,j***8,,2020-11-24 11:54:52
14949189862,营养挺高，皮薄越吃越好吃，总体很满意，水果很新鲜你个头也大，可以可以美容养颜，又能增强肌体的解毒功能，皮薄肉厚，鲜嫩爽口，做餐后水果都很不错，值得选购,5,j***M,,2020-11-23 09:28:19
14927617580,很好，性价比高，比超市合算多了。好评！,5,j***j,,2020-11-18 19:26:25
14920961353,收到西柚真是物超所值，大家放心购买,5,u***h,,2020-11-17 16:57:34
14915163708,汁多，很甜，口感非常的不错,5,j***t,,2020-11-16 18:35:16
14894255963,皮薄肉厚的很新鲜，也好剥皮，汁水多没有坏果，我最喜欢吃这种酸甜可口的东西了。 而且富含维生素C特别多，橘橘的红红的颜色还有光泽皮薄肉多果肉饱满 水分还足nbsp;，口感酸甜西柚味浓浓的喜欢，nbsp;多吃点均衡下营养。,5,y***e,,2020-11-13 15:03:57
14893163697,"发货快收货快！
第二次购买了，每次都下单2件！
价格很优惠，品质很好很鲜，果粒饱满多汁，酸甜苦感，很好吃！",5,j***1,,2020-11-13 12:11:53
14886292261,还是不错的，份量基本在300克左右，最大的350克，迫不及待的开了一个吃，味道很不错！,5,主***赐,,2020-11-12 12:45:08
14874798171,喜欢吃酸甜的绝对推荐入手！个头也比较大，水特别多很新鲜，西柚有的富含钾而几乎不含钠的水果。又美容养颜，好好吃，颜色也粉粉的大小均匀。新鲜水分足口感很爽的 推荐回购,5,j***x,,2020-11-10 19:00:21
14866686329,整体性价比还是很高的，满意，剥开皮薄肉多，汁水也多，皮也很轻松就剥开了红色纯正，份量也足，表皮光滑，而且很便宜，西柚看过去都很新鲜，出汁率很高。明天试一试榨汁应该会更赞。,5,j***R,,2020-11-09 10:46:27
14862648811,个头均匀，细腻多汁，特别爽口，吃起来好吃的不得了，比门口水果店便宜质量又高。,5,j***r,,2020-11-08 15:15:53
14823363718,红心西柚，口感也很新鲜，每天当减肥餐吃，味道酸酸甜甜的，比我在店里买的还要好吃，还很便宜，超级新鲜一看就是树上新采摘下来，又大又好极好，红红的果肉看起来就特别食欲！水果也新鲜又美容养颜,5,小***杨,,2020-11-01 10:35:56
14819287261,"又美容养颜，好好喝，颜色也粉粉的大小均匀。而且比超市的便宜 主要的是价格也比较实惠，确实口感适中、果子新鲜、水分充足，反正是我能一直买下去的味道，真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢",5,懒***你,,2020-10-31 11:24:26
14812330650,比水果店的都新鲜，真是意想不到，西柚不仅清火而且有饱腹感，减肥佳品，果肉细嫩，色泽漂亮，特别有美感，没有坏果，营养价值特别好，富含维生素c，吃了特别好！,5,松***兮,,2020-10-29 14:37:41
14811820474,红红的果肉饱满透亮呢，营养丰富味道不错够我吃几天了价格实惠西柚特别好没有坏果，水分特别足好吃，而且很便宜,5,没***心,,2020-10-29 12:21:03
14811400402,"发货收货快！包装严实没烂的！
价格很优惠！一下子买了两件！
很新鲜，很香，氺份多（如图），粒粒饱满（如图），酸甜甜的，很好吃！",5,j***1,,2020-10-29 10:35:01
14802769185,非常适合西柚减肥的姐妹，汁多！个头也合适，买起来姐妹们，回购！,5,敬***a,,2020-10-27 08:40:55
14800517799,果肉丰满。吃起来很甜红色纯正。看着就想吃，剥开皮薄肉多，表皮没有斑点，颜色漂亮。富含维生素C挺多的，吃了对身体有好处性价比较高吃就停不下来了。,5,j***7,,2020-10-26 16:50:53
14799980364,浓浓的西柚味很喜欢，皮薄肉厚很新鲜，甜甜的刚刚好,5,泽***麻,,2020-10-26 14:45:16
14798889372,"到货很快，十分新鲜。
吃起来的口感也很好。
非常满意的一次购物体验。
还会继续回购。",5,G***1,,2020-10-26 10:32:19
14796344871,水分很足，个头也比较大，水分特别多，很新鲜西柚有的富含钾，而几乎不含钠的水果，柔软的果肉香味扑鼻而来。吃起来很舒服，皮很容易剥开。,5,j***r,,2020-10-25 17:35:56
14791994229,西柚合糖量较低，果肉甜口感甜度适中，开箱就能闻到西柚香味，各个沉甸甸的。很明显能感觉出水份很足，一剥开感觉水份又溢出来了一样，很新鲜。,5,j***1,,2020-10-24 16:15:09
14789018137,喜欢酸甜的㧓紧入手，个头比较大，水特别多也新鲜，好好吃,5,y***9,,2020-10-23 20:17:35
14788973751,西柚吃起来的味道还不错，自己动手把皮剥好干净了，果粒大，汁液多，妈妈夸我买的好，西柚吃起来可以败火。正好这两天牙疼上火，看到店铺的优惠实在太开心了。真是太喜欢它的颜色，很新鲜。,5,j***5,,2020-10-23 20:04:10
20101202496,终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接，很大一个，果形也好微酸入口即化口感非常好，吃完还会回购。,5,1***e,重庆,2023-11-07 20:26:46
20003079809,红心柚非常非常的不错，一共收到了11个。果皮很薄，果肉非常的鲜嫩。汁水很丰满。非常非常的甜，实在是太好了，有坏果，收到的很新鲜。包装完好，送货速度快。,5,y***5,河北,2023-10-25 15:13:59
19989207547,一共8个，个头不小，自己吃一个好饱啊！太好吃了，新鲜爆汁，果肉晶莹剔透，纯甜无酸，带一丢丢的苦，柚子香扑鼻。皮很薄好剥，包装好。可以无限回购。,5,琳***7,江苏,2023-10-21 13:43:30
20087631339,这个红心柚真的是超级推荐啊 水分充足 特别好吃😋 必须给商家十分的好评 买回来放几天吃 更好吃 这个季节吃这个红心柚也很合适 吃完继续回购,5,j***c,广东,2023-11-05 02:29:21
20071141521,发货速度很快，打开后看了一下基本上每个都很新鲜。个头比较大，剥了一个，皮比较薄，水分很足，好好吃，值得推荐，吃完下次再来买！,5,j***念,江西,2023-11-01 19:44:25
20070405124,"到货就吃了一个，好便宜啊，京东水果可以哈哈づ♡ど
20多块钱有7个，可以可以的，一天一个哈哈😺哈哈🈶一个破损，商家果断赔付，服务也很好",5,j***q,广东,2023-11-01 17:34:18
19999966025,已经收到了，物流挺快的，包装也很好，没有任何破损的地方！红心柚的个头很大，重量也很重，汁水特别多，一个可以榨汁一杯，非常不错,5,j***d,江苏,2023-10-24 18:45:12
19999495997,红心柚虽然个头不大但是水分足，味道也不错，果子很新鲜，一次吃一个很方便，京东购买方便快捷，购买越来越方便，满意的一次购物体验。,5,溜***y,北京,2023-10-24 16:48:56
20081357157,收到货多天了，吃了好几个再来评论，味道不错，第一次购买这种红心柚子，之前都是在线下买的比较贵，这次有活动在网上买的便宜多了，值得推荐,5,j***u,广东,2023-11-03 19:41:22
20064774923,秋天了，水果一下子多了很多选择，各种橙子柚子品种数不胜数，每种都买来尝了尝，价格也大多差不多，蛮便宜的。红心柚算是买的毕竟多的一个品种，一般个头都比较大，水分也很足，味道嘛，刚到的时候还是有点酸，稍微放一放，软了之后就比较甜了，一个人吃一个，还挺饱。,5,o***0,北京,2023-10-31 14:19:58
20110919675,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望京东的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以以后还会在这里买。京东的物流比较想象中要快太多，早上下单 没想到第二天下午就收到快递小哥哥的电话了、以后会继续关注！,5,愤***猪,四川,2023-11-09 22:36:31
20108639551,多次购买了，非常好吃，,5,j***g,安徽,2023-11-09 14:33:23
20108553449,感觉不错。,4,踏***s,浙江,2023-11-09 14:16:40
20105814047,很好很实惠，价格便宜，赞一个,5,j***r,湖北,2023-11-08 20:52:13
20105202323,挺好吃的，水分很多，边吃边流，去年他家买过红心柚，就爱上这玩意儿了，,5,游***7,江苏,2023-11-08 18:53:56
20103564051,味道不错。甜。水分多。,5,j***心,重庆,2023-11-08 12:36:24
20101192411,好,5,c***2,广西,2023-11-07 20:23:18
20100637484,挺好吃的，包装也不错。,5,g***9,江苏,2023-11-07 18:31:43
20100477657,好吃，就是品相没有上次的好,5,筱***娘,浙江,2023-11-07 17:57:02
20099723759,临时外出，今天收到没想到这么长时间的柚子，完好无损，我喜欢吃这种小小的酸甜，稍微有点苦味的柚子。非常感谢了，谢谢了，祝老板生意兴隆。,5,j***v,河南,2023-11-07 15:09:20
20096507350,很好吃，水分很足，家里都很喜欢,5,饶***1,江西,2023-11-06 20:27:48
20095117089,商品相当满意，质量过关，送人或自用都是不错的选择。物流也及时，无需长时间等待。包装也完好，没有破损的现象。购买前咨询店家，店家很热情，解释很到位，还会给予相关建议，很人性化。家人和朋友都说挺好的，还让我分享了商品。下次有需要还会回购的。,5,j***y,广东,2023-11-06 15:51:50
20092769318,相当的好吃,5,唐***2,广东,2023-11-06 07:06:42
20090383205,真的非常不错 比我同事实体店买的甜,5,a***9,安徽,2023-11-05 16:43:27
20089653687,非常好吃的红心柚，老人孩子都喜欢吃，。,5,j***g,安徽,2023-11-05 14:16:43
20089378534,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
质量很好，希望更多的朋友信赖。",5,j***7,广东,2023-11-05 13:19:07
20088474846,收到了7个红心柚，个头挺大的，皮也挺好剥，水分充足，口感不错，推荐购买。,5,绿***5,四川,2023-11-05 10:33:18
20088474264,给家里人买的，收到后说挺好的，个头不小，口感也很好，价格实惠。,5,绿***5,四川,2023-11-05 10:32:14
20088287951,活动价买的，很便宜，物流很快，汁多味甜。,5,j***r,山东,2023-11-05 10:00:18
20085245060,这是第n次在网上买东西了，棒棒棒，东西便宜而且质量又好，物美价廉，买的放心，用的开心，感觉都，上瘾了，买买买，根本停不下来，东西品种多，而且又特别划算，方便，而且实惠包装很好，而且没有任何损坏，会一直支持下去的，服务还可以，也超级好用，好评，下次再来,5,B***N,四川,2023-11-04 16:22:34
20001935050,忘了第几次在这里买红心柚了，个头大，肉厚水多，甜度适中，有点酸味，小孩喜欢吃，搞活动买的性价比高，不过快递寄了好几天才到，没之前那么新鲜，还可以,4,j***n,广东,2023-10-25 10:26:03
20001700876,去年买过，觉得他家的黄金红心柚是最好吃的。今年看到了，就直接下单，拿到手一个个都黄灿灿的品质和去年一样，尝了一个甜度，可能还要放一段时间会更加甜。仗,5,零***画,浙江,2023-10-25 09:23:10
20099723759,临时外出，今天收到没想到这么长时间的柚子，完好无损，我喜欢吃这种小小的酸甜，稍微有点苦味的柚子。非常感谢了，谢谢了，祝老板生意兴隆。,5,j***v,河南,2023-11-07 15:09:20
20000936914,不错的柚子，新鲜，不是很甜可能和刚上市有关，不过太甜并不喜欢，被圆通快递耽搁了几天，还好无损到手，活动价很划算，希望老板常搞活动哦。,5,可***刀,江苏,2023-10-24 22:39:31
20004704577,太好吃了，水分很足口感好孩子吃的很开心😁卖家服务态度好，物流速度快，值得推荐。,5,j***r,江苏,2023-10-25 21:30:58
20096507350,很好吃，水分很足，家里都很喜欢,5,饶***1,江西,2023-11-06 20:27:48
20089653687,非常好吃的红心柚，老人孩子都喜欢吃，。,5,j***g,安徽,2023-11-05 14:16:43
20088287951,活动价买的，很便宜，物流很快，汁多味甜。,5,j***r,山东,2023-11-05 10:00:18
20071086582,这个品种的柚子太好吃了，爆汁甜口，一定要回购。,5,z***0,江苏,2023-11-01 19:34:48
19991147192,口感不错，遗憾的是买的是五斤两箱，寄来的却是九斤一箱。,3,踏***s,浙江,2023-10-22 03:47:15
20076614010,好评,5,j***1,安徽,2023-11-02 20:18:04
20075607896,想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！,5,王***j,山东,2023-11-02 17:18:15
20072640634,祝生意兴隆，去年就买过好多次，太喜欢吃红心柚。水份也多。,5,j***b,广东,2023-11-02 05:21:12
20071141521,发货速度很快，打开后看了一下基本上每个都很新鲜。个头比较大，剥了一个，皮比较薄，水分很足，好好吃，值得推荐，吃完下次再来买！,5,j***念,江西,2023-11-01 19:44:25
20070405124,"到货就吃了一个，好便宜啊，京东水果可以哈哈づ♡ど
20多块钱有7个，可以可以的，一天一个哈哈😺哈哈🈶一个破损，商家果断赔付，服务也很好",5,j***q,广东,2023-11-01 17:34:18
20066888266,特别好，家人都喜欢吃，,5,j***1,山西,2023-10-31 22:30:28
20066546629,品尝了，非常好！皮薄肉质细腻、汁水非常丰富，味道好极了！,5,j***q,云南,2023-10-31 21:29:19
20066537933,虽然快递箱子烂了，但水果足斤足两，非常新鲜，也很好吃，立马又回购了两份。,5,c***A,浙江,2023-10-31 21:28:10
20064869196,水分挺多，但不是特别甜,5,c***6,江苏,2023-10-31 14:43:54
20064774923,秋天了，水果一下子多了很多选择，各种橙子柚子品种数不胜数，每种都买来尝了尝，价格也大多差不多，蛮便宜的。红心柚算是买的毕竟多的一个品种，一般个头都比较大，水分也很足，味道嘛，刚到的时候还是有点酸，稍微放一放，软了之后就比较甜了，一个人吃一个，还挺饱。,5,o***0,北京,2023-10-31 14:19:58
20062726018,收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻,5,l***f,广东,2023-10-30 21:57:47
20062723733,真的超级喜欢，质量非常好，与卖家描述的一致！,5,l***f,广东,2023-10-30 21:57:23
20062704379,大品牌值得信赖，价格适中，良心价，值得入手啊，售后服务有保障，性价比较高，赶紧冲吧。,5,猪***嘿,山东,2023-10-30 21:52:23
20057959174,个头很大，水份很充足,5,j***q,浙江,2023-10-29 18:43:08
20056334724,水分多，一般般吧，不甜，当然也不酸。,5,X***N,重庆,2023-10-29 12:05:02
20053821085,挺好的，水分充足，下次还会回购,5,u***8,安徽,2023-10-28 17:56:01
20052404492,水果到货后没有坏果，汁水吃起来也很丰富。,5,z***e,江苏,2023-10-28 12:01:55
20010520367,可以，酸甜酸甜的，味道不错,5,小***木,江苏,2023-10-27 12:47:57
20010231829,柚子很不错，新鲜到家，肉厚多汁，酸甜适合,5,p***e,海外,2023-10-27 11:37:16
20008669776,这个推荐，很好吃,5,j***C,浙江,2023-10-26 21:17:11
20066546629,品尝了，非常好！皮薄肉质细腻、汁水非常丰富，味道好极了！,5,j***q,云南,2023-10-31 21:29:19
18440036360,我喜欢吃红心柚，这次在群里看到送卷优惠活动就下单购买了。红心柚的质量真的很好！以后有活动再购买。,5,数***s,,2022-11-25 13:53:47
18347098331,收到很新鲜，没有坏果，吃起来水份很足，物流速度快,5,l***0,,2022-11-07 18:06:48
18339716316,物流很快，包装完好无损，快递员服务很好能送到家门口。产品质量好，上次是4个大些的，这单是6个小些的，新鲜，味道不错，我更喜欢6个小些的食用方便。,5,j***l,,2022-11-06 12:57:24
18302151555,黄金红心柚各个饱满匀称，外观漂亮。皮薄肉多，十分新鲜，收到就尝了一个，甜甜的，非常好吃，水分充足，营养丰富。超级喜欢，吃完再买！,5,j***M,,2022-10-30 11:02:32
18751983461,在京东商城购买的红心柚，第二次在这家店购买了，口感不错，很新鲜，大小也均匀。因为长距离运输，坏了一个红心柚，店家给退了一个的钱。,5,j***r,,2023-02-05 09:25:12
18743543512,"买了N多次他们家的红心柚，真的是太好吃了😋，
节前买了好多盒送人，现在家里没了又买了一箱😁，
今天收到货好暖心，五个大柚子，还送了一个榨汁器及一张售后服务的图片，产品的包装也让我非常的满意，柚子从南方寄到北方，为了防冻，店家都用保温锡纸包上的，里外都有给一层，给店家点个赞👍",5,金***妤,,2023-02-02 18:12:00
18723775959,这款红心柚个头儿挺大，汁水很足，咬一口满嘴溢出汁水，甜美滋润，味道不错，令人回味无穷，没一瓣柚子的果粒都很甜，水儿很足，值得购买。,5,j***k,,2023-01-26 17:29:23
18701965614,疫情的影响过后发货很快，包装很好，东东很快就收到啦，第一次购买后觉得很好吃，又接着回购的，希望这次的能跟第一次一样好,5,简***6,,2023-01-16 19:30:46
18679285304,宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖价格很实惠，性价比很高，算是平价好物，会回购的刚好做活动，价格便宜了很多，性价比超高，真的特别划算宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻物流很快，质感很好，很漂亮，很喜欢,5,蓝***0,,2023-01-11 00:06:28
19999966025,已经收到了，物流挺快的，包装也很好，没有任何破损的地方！红心柚的个头很大，重量也很重，汁水特别多，一个可以榨汁一杯，非常不错,5,j***d,江苏,2023-10-24 18:45:12
19999495997,红心柚虽然个头不大但是水分足，味道也不错，果子很新鲜，一次吃一个很方便，京东购买方便快捷，购买越来越方便，满意的一次购物体验。,5,溜***y,北京,2023-10-24 16:48:56
