评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
说 没 啥 味道 ， 水分 可以 ， 不 甜,2,1,2,2,2,2,2,2
不 新鲜 ， 箱底 有 一个 烂 掉 了,0,2,2,2,2,2,2,0
坏 了 好几 个 好歹 也 是 品牌 店 尽 拿 些 坏 的 来 卖,0,2,2,2,2,2,2,0
红心柚 和 沃柑 一起 买 的 自 营 商品 ， 配送 很 及时 ， 红心柚 果 大 分量 足 ， 每个 都 有 独立 包装 很 适合 送礼 ， 果体 偏软 捏 起来 总 觉得 要 坏 了 ， 实际上 切开 水分 多 不 影响 食用 。,1,1,2,1,1,1,2,2
挺 好 的 ， 水分 很足,1,1,2,2,2,2,2,2
看 着 很 美 的 西柚 ， 吃起来 真心 没有 南非 西柚 的 口感 和 味道 好 。,1,0,2,2,0,2,2,1
活动 买 的 ， 物美价廉 ， 用 着 也 不错 ， 服务 也 不错,2,2,1,2,1,2,1,2
活动 时候 买 的 ， 挺 好 的 ， 很 合适 。,1,1,1,1,2,2,2,2
不 会 很 大 苦涩味 ， 挺 好吃,2,1,2,1,2,2,2,2
很 好 ， 很 喜欢 ， 经常 购买 ， 以后 还 买 。,1,1,2,2,2,2,2,2
很 好 ， 速度 快 服务 态度 也 很 好,2,2,2,2,2,1,1,2
果大 而且 很 新鲜 ， 西柚 味道 说是 酸酸 的 哦 ！,1,0,2,2,2,2,2,1
吃 完 了 才 来 评论 ， 果 大 新鲜 很 满意 。,1,1,2,2,2,2,1,2
味道 超级 正 ， 配 上 百香果 泡水 非常 好 喝,1,1,2,2,2,2,2,2
价格 实惠 ， 送货 速度 快 ， 以后 还 会 再 来 选购 。,2,2,1,2,2,1,2,2
送货 还是 很 快 的 ， 口感 也 不错 ， 赞,1,1,2,2,2,1,2,2
汁水 饱满 ， 买 了 家里人 吃 的 ， 味道 还 可以 ， 挺 甜 的,2,1,2,2,2,2,2,2
还 不错 哟 哟 哟 哟 哟 哟 哟 哟 哟 哟 哟,1,1,1,2,1,1,2,2
东西 很 不错 ， 味道 很 很 好 。,1,1,1,2,1,1,2,2
京鲜生 原先 有 一 种 红心柚 ， 榨汁 很 好 ， 没 货 了 。 这种 也 买 过 ， 榨汁 也 很 好 ， 就 是 个 头 大 了 些 ， 榨 起来 不 太 方便 。,1,1,2,1,2,0,2,1
非常 新鲜 ， 推荐 给 大家 ！,1,2,2,2,2,2,2,2
多 汁 肉嫩 很 好吃 还 会 回购,2,1,2,2,2,2,1,2
外观 干净 漂亮 ， 做工 很 不错 ， 没 发现 什么 瑕疵 ， 个人 感觉 大小 也 挺 合适 ， 找 了 很 久选 的 这 款 ， 大爱 ！ 宝贝 收到 了 ， 质量 很 不错 ， 包装 精致 ， 材质 优秀 ， 比 想象 中 好 ， 送礼 自用 非常 合适 ， 下次 继续 购买 收到 啦 ， 很 不错 ， 非常 喜欢 ， 值得 购买 ， 嘻嘻,1,1,1,1,1,1,2,2
红心柚 皮薄 ， 汁 多 好吃,2,1,2,2,1,2,2,2
宝贝 收到 了 ， 很 惊喜 ， 质量 非常 好 ， 很 满意 的 一 次 购物 。 我 会 继续 回购 的 ， 店家 值得 信赖 ！,2,2,2,2,1,1,1,2
柚子 很 水灵 但是 不 够 新鲜 了,1,2,2,0,2,2,2,1
皮儿 薄 ， 汁 水 多 ， 口感 细腻 酸甜,2,1,2,2,1,2,2,2
这个 红心柚 是 水分 是 相当 的 大 呀 ！ 真 的 特别 好吃 ， 水分 大 还 特别 甜 ， 一点 都 不 酸 ， 有 一 股 淡淡的 柚子 ， 柚子 香味 真 香 好几 个 一 次 能 吃 两三 个 价格 还 算 可以 推荐,1,1,2,1,2,1,2,2
质量 非常 好 ， 性价比 非常 高 ， 快递 迅速 ！,2,2,1,2,1,2,2,2
烂 了 一个 ， 味道 还 可以 。 不错 ， 价格 也 不 高 。,1,1,1,2,1,1,2,2
很 新鲜 ， 没有 坏果 ， 个头 很 大 ， 很 甜,1,1,2,1,2,2,2,2
水分 真的 很足 甜度 适中 包装 完好,2,1,2,2,1,2,2,2
特别 好 ， 新鲜 ， 配送 也 快,1,1,2,2,2,1,2,2
很 新鲜 ， 好吃 ， 不错 ， 下次 还 来 买,1,1,1,2,1,1,2,2
很 好看 很 划算 ， 女朋友 很 喜欢 ， 漂亮 ， 哈哈 哈哈 哈哈哈,1,2,1,2,1,2,2,2
感觉 非常 非常 不错 下次 还 买,1,1,1,2,1,1,2,2
东西 不错 ， 快递 也 很 快 。 好评,1,1,1,2,1,1,1,2
快递 小 哥 很 给力 ， 东西 不错 ， 反正 方便 ， 还 会 继续 支持 京东 啊,1,1,1,0,1,1,2,1
京东 的 水果 活动 时 购买 真的 很 实惠 ， 物流 也 很 快 。,2,2,1,2,2,1,2,2
快递 小 哥 特别 给力 。 东西 也 挺 好 的,1,1,2,0,2,1,2,1
还 可以 ！ 京东 的 品质 值得 信赖 ！ 而且 送货上门 、 隔 天 就 到 ， 很 方便 啦 ！,1,1,2,2,2,1,1,2
非常 酸 ， 双 买 的 价格 是 还 挺 便宜,2,0,1,2,2,2,2,1
味道 不错 ， 个 大 ， 包装 也 很 好,2,1,2,1,1,2,2,2
好看 ， 酸 的 很 ！,2,0,2,2,2,2,2,2
很 大 个 也 很 新鲜 ， 不过 西柚 吃起来 带 点 淡淡的 苦味,1,2,2,1,2,2,2,2
很 不错 的 水果 ， 新鲜 味道 好 。,1,1,2,2,2,2,2,2
东西 很 好 ， 给 快递 大哥 点 赞 ， 京东 的 快递员 都 很 好,1,1,2,2,2,2,2,2
快递 很 给力 ， 东东 也 很 好,1,1,2,2,2,1,2,2
不错 ， 很 好 用 ， 会 再 买 的 ， 赞 一个,1,1,1,2,1,1,2,2
很 好吃 ， 相信 京东,2,1,2,2,2,2,2,2
西柚 还 可以 ， 很 新鲜,1,1,2,2,2,1,2,2
口感 很 好,2,1,2,2,2,2,2,2
物美价廉 值得 购买 送货 快 真的 好 京东 商城,1,1,1,2,1,1,2,2
好酸 不过 孕妇 很 爱吃,2,1,2,2,2,2,2,2
不错 ， 京东 就 是 快 ， 服务 好 ， 快递员 服务 很 好,1,1,1,2,1,1,1,2
不错 很 好 用 ， 性价比 超 高 ！,1,1,1,2,1,1,2,2
新鲜 ， 打汁 喝 后 才 评价 ， 很 不错,1,1,1,2,1,1,2,2
个头 好 大 ， 水 份 足 ， 也 很 新鲜 ， 是 一 次 不错 的 购物,1,1,1,1,1,1,2,2
一如即往 的 好 ， 很 喜欢 ！,1,1,2,2,2,2,2,2
小孩 很 爱吃 吃 了 一个 呢,2,1,2,2,2,2,2,2
看上去 非常 棒 ， 特别 心满意足,1,2,2,2,2,2,2,2
好吃 ， 老公 一 扒 开 就 有 一 股 很 清香 ， 很 香 的 味道 ， 让 我 这个 努力 减肥 ， 晚上 不 吃 东西 的 人 都 流 口水,2,1,2,2,2,2,2,2
质量 非常 好 与 卖家 描述 的 完全 一致 真的 很 喜欢 完全 超出 期望值 发货 速度 非常 快 包装 非常 仔细 、 严实 京东 物流 公司 服务 态度 很 好 运送 速度 很快 很 满意 的 一 次 购物 质量 很 好 希望 更 多 的 朋友 信赖 京东 客服 态度 特 好 我 会 再次 光顾 的 ， 发货 迅速 ， 态度 很 好 ， 很 满意 ！ 很 好 很 好 ！ 下次 有 机会 再 找 你 ， 客服 人 蛮 好 的 ， 东东 很 不错 淘 到 心意 的 宝贝 是 一 件 让 人 很 开心 的 事 ， 比心 。 我 终于 得到 了 我 需要 的 东西 ， 东西 很 好 ， 而且 价格 又 漂亮 又 便宜 。 谢谢 ！ 老实 说 ， 这 是 我 在 京东 购物 时 最 满意 的 一 次 购物 。 我 对 京东 的 态度 和 商品 都 很 满意 。 京东 的 客服 态度 既 专业 又 热情 ， 他 快速 回答 问题 ， 我 问 了 许多 问题 ， 但 他 并 不 觉得 无聊 。 他 会 认真 回答 我 的 。 我 向 京东 致以 衷心 的 敬意 。 没有 多少 这样 好 的 购物 平台 了 ， 下次 有 机会 再 找 你 ， 客服 人 蛮 好 的 ， 东东 很 不错 淘 到 心意 的 宝贝 是 一 件 让 人 很 开心 的 事 ， 比心 。,1,1,1,2,1,1,1,2
柚子 收到 很 久 了 ， 忘 了 评价 哦 ， 柚子 很 甜 ， 质量 不错 ， 也 新鲜 ， 挺 不错 的 哦 ， 小孩子 也 喜欢 吃 ， 棒棒 哒 ， 等 再 购买 。,1,1,2,2,1,0,2,1
物流 首先 物流 方面 ， 发货 速度 到 货 速度 很快 ， 包装 也 没有 破损 的 情况 ， 柚子 也 是 完好无损 。 口感 甜味 和 水分 都 比较 好 ， 比较 满意 的 一 次 购物 ， 好评 。,1,1,2,2,0,2,1,1
吃 着 挺 好吃 的 ， 看 着 也 喜庆 ， 这个 颜色 ， 两 个 不大不小 的 。 这阵 忽然 之间 孩子 都 喜欢 吃 这 ， 本来 是 试 一 试 的 态度 ， 没 想到 比 想象 中 的 好 。 能 接受 ， 也 好 剥 ，,1,1,2,2,2,2,2,2
京愿 新鲜 红心柚 子 红肉蜜柚 新鲜 柚子 时令 柚子 水果 新鲜 生鲜 水果 斤装 （ 净重 斤 ） 粒 已 收货 ， 分量 应该 差不多 吧 ， 打开 里面 是 红心 的 ， 应该 不错 吧 ！ 给 五星好评 ！,1,1,1,2,1,1,1,2
蜜柚 还是 这家 买 的 好 ， 去年 就 是 买 这家 的 ， 买 了 好几 次 别家 的 ， 就 他家 的 水份 足 ， 价格 也 便宜 ， 这 几 个 可以 吃 好几 天 很 棒 ！ 被 我 同事 拿 了 一个 ， 我 开 了 一个 ， 立秋 到 了 现在 正是 吃 柚子 的 时候 ， 很 新鲜 秋高气爽 来 点 柚子 很 是 应景 。,1,1,1,2,2,1,2,2
红肉蜜柚 水分 充足 多 汁 香甜 ， 果汁 浓郁 特别 的 甜 ， 个 头 大 ， 皮薄 肉 厚 ， 听说 柚子 还 富含维 c 营养 价值 高 。 一 口 咬 下去 ， 充满 了 香甜 口感 ， 皮薄 肉 厚 开 胃 生津 ， 现在 天气 炎热 ， 吃 上 一 口 蜜柚 ， 感觉 真 舒适 ， 而且 果肉 很 新鲜 ， 看 表皮 也 没 打 腊 的 ， 有 那种 天然 新鲜 的 感觉 ， 满意 的 一 次 水果 网购 了 。,1,1,2,1,1,2,2,2
香香 甜甜 味道 不错 ， 吃 着 放心 口感 很 好 总之 非常 满意 ， 水分 充足 很 喜欢 吃 红心 的 。 可惜 我家 这里 没有 卖 的 。 都 是 白心 的 。 没 想到 在 这家 卖 的 会 这么 好吃 。 以后 还 在 这里 买,2,1,2,2,2,2,1,2
红心蜜柚 果肉 饱满 轻 咬 一 咬 就 是 满嘴 香甜可口 的 ， 价格 也 实惠 吃起来 香甜 多 汁 ， 颜色 红润 ， 柚子 很 不错 ， 而且 比 外面 实惠 便宜 多 了 ， 果皮薄 果肉 饱满 ， 色泽 十分 的 好看 ， 咬 下去 一 口 ， 甜甜 的 味道 ， 弥漫 在 整个 口中 。 果子 看 着 很 新鲜 ， 感觉 是 新鲜 采摘 的 。,1,1,1,2,1,2,2,2
卖家 发货 超级 快 发 的 顺丰 快递 很 速度 服务 特别 好 一大早 就 送 来 了 ， 还有 就 是 柚子 很 大 个 包装 很 到位 里里外外 的 到位 外 包装 精美 纸盒 内 包装 柚子 有 一 层 膜 包 着,1,1,2,1,1,1,1,2
喜欢 口感 特别 棒 水分 大,1,1,2,2,2,2,2,2
回购 了 次 感觉 还 可以,1,1,2,2,2,1,1,2
很 难吃 ， 全 扔 了,2,0,2,2,2,2,2,0
严重 差评 ！ 差评 ！ 差评 ！ 写 着 两 个 装 斤 ， 但 只 发 一个 ， 只有 斤 ， 缺斤少两 严重 ！ 还要 主动 与 客服 联系 ， 做 生意 不 讲 信用 。 严重 差评 。,0,2,2,1,2,2,0,1
柚子 已经 收到 了 ， 味道 还 可以,1,1,2,2,2,2,2,2
好吃 ， 第三 次 复购 了 。,2,1,2,2,2,2,2,2
好吃 ， 放 了 好久 没 没 话 ， 就 是 有 那么 一点点 偏 酸 。,2,1,2,2,2,2,2,2
大家 自己 看 吧 ， 他家 的 货 太 不 新鲜 了 ， 个头 还 小 ， 跟别 家 的 不 能 比 ， 哎 ， 客服 就是 机器人 ， 不 积极 处理 ，,2,2,2,0,0,2,2,2
很 喜欢 吃 味道 好 ， 多次 购 卖,2,1,2,2,2,2,2,2
水分 很足 ， 很 容易 储存 ， 酸酸甜甜的,2,1,2,2,2,2,2,2
宝贝 收到 ， 柚子 是 红肉 的 ， 非常 清脆 爽口 ， 水分 很 多 ， 好吃 ， 每 一 瓣 果肉 都 满满的 ， 描述 相符 ， 包装 完好 ， 比较 满意 ， 家里人 很 喜欢 ， 包装 完好 ， 很 新鲜 ， 剥 下来 的 柚子皮 还 可以 制作 蜜饯 ， 真心 不错 ， 好评 ， 推荐 购买 ！ 好吃 不 贵,1,1,1,2,1,1,1,2
水 份 足 ， 口感 细腻 ， 无 渣,2,1,2,1,2,2,2,2
一般 吧 个头 不 大 水分 不 是 很多 也 不 算 很 甜 ， 不过 价格 还是 比较 公道 。,2,0,2,0,2,2,2,0
新鲜 酸甜可口 ， 水分 也 足够 ！,1,1,2,2,2,2,2,2
味道 还 可以 ， 很 甜 ， 下次 继续 回购,2,1,2,2,2,2,1,2
好吃 ， 回购 中,2,1,2,2,2,2,1,2
希望 商家 可以 看看 这 品质 ！ 都 臭 到 流水 要 一个 孕妇 打开 ！ 柚子 放 家 了 半 个 月 也 不 会 出现 这种 情况,0,1,2,2,2,1,2,1
红蜜蜜柚 口感 非常 好 ， 很 满意 性价比 还 很 高 ， 没有 渣 而且 水分 超级 多 ， 看皮 看 的 出挺 新鲜 的 ， 橘橘 的 红红的 颜色 还有 光泽 ， 皮薄 肉 多 果肉 饱满 ， 直接 吃 最 好 了 ， 口感 很 甜 。 家里人 都 夸 我 会 买 ， 家里人 都 爱吃 ， 很 满意 呀 价格 也 是 很 实惠 。,1,1,1,2,1,2,2,2
收到 两 个 柚子 ， 女儿 吃 了 说 肉质 细腻 ， 果汁 也 很 多 ， 吃 着 口感 很 好 ， 分享 给 朋友 们 啦 ， 希望 商家 生意 兴隆 ， 一直 诚信 的 做事 ， 做 生意 诚信 最 重要 ， 希望 不要 让 我们 消费者 失望 。 也 多 做 活动 ， 让 我们 消费者 也 有 实质性 的 帮助 ， 这样 就 感谢 商家 啦,1,1,2,2,1,2,1,2
红柚子 收到 了 ， 味道 非常 好 ， 水分 足 ， 店家 客服 服务 很 到位 ， 包装 没有 损坏 ， 快递 很 给力 ， 两 天 就 到 了 ， 家里人 都 说 好吃 ， 下次 回购 ，,2,1,2,2,1,1,1,2
包装 很 好 ， 红柚 味道 也 很 好 ， 今年 第一 次 买 柚子 ， 经济 实惠 ， 味道 好吃 ， 发货 有 点 慢 ， 不过 看 在 味道 的 份 上 还是 五星好评 ， 值得 下单 ， 百 人 百 味 我 觉得 挺 好吃,1,1,1,2,1,0,1,1
超级 好吃 ， 已经 回购 次 了 家人 们 都 喜欢 吃 ， 家里 小孩子 挑食 也 喜欢 吃 ， 连续 可以 吃 大半 个 ！ 第一 次 买 到 这么 好吃 的 柚子 ， 不 踩 雷 买 买 买,1,1,2,2,2,1,1,2
收 的 时候 看 起来 很 新鲜 ， 果蒂 看 起来 就 是 现摘 的 ， 老板 交代 收到 放置 两 天 在 打开 ， 就 放 两 天 在 开 果肉 很 嫩 ， 买 了 两三 家 最后 这家 最 满意 ， 比 超市 便宜 ， 而且 果子皮 还 比较 薄 ， 挺 满意 。 酸甜 适中 ， 一家 人 中午 吃 了 一 整个 ， 柚子 在 我 心中 yyds 。,1,1,1,2,1,1,1,2
第一 次 在 网上 买 这个 ， 看 评价 还 可以 ， 就 尝试 了 ， 收到 后 ， 特别 好 ， 完全 超出 我 的 预期 范围 内 ， 跟 商家 的 描述 一模一样 ， 特别 喜欢 这 次 购买 的 。,1,1,2,2,1,1,2,2
柚子 收到 了 ， 非常 满意 。 好 惊喜 买 了 两 个 还 送 了 两 个 。 水份 大 特别 甜 吃 完 还 会 再 回购 。 柚子 是 很 好 的 水果 ， 这个 季节 很 容易 上火 ， 多 吃 有益,1,1,2,2,2,2,1,2
柚子 价格 优惠 活动 优惠 多多,2,2,1,2,2,2,2,2
柚子 水份 充足 ， 活动 力度 很 大,2,1,2,1,2,2,2,2
柚子 水份 足 ， 挺 好吃 的 哦,2,1,2,2,2,2,2,2
是 红柚 ！ 口感 不错 ！,2,1,2,2,2,2,2,2
吃 过来评 ， 感觉 还 可以 。,1,1,2,2,2,1,2,2
很 好 的 购买 平台 ， 质量 不错 ， 特别 是 有 品牌 的 ， 值得 信赖,1,1,1,2,1,2,1,2
非常 好吃 ， 汁水 多 又 香甜,2,1,2,2,2,2,2,2
发货 特别 慢 ， 快递 运输 时间 又 特别 长,2,2,2,2,2,0,2,0
发货 快 ， 可以 ， 口感 还是 不错,1,1,2,2,2,1,2,2
两 个 柚子 硬邦邦 的 ， 一点 水份 没有 ， 十几 块 钱 浪费 了 。,2,0,2,2,2,2,2,0
质量 一般 ， 有 点 酸 ， 不 咋 好吃,2,1,2,2,0,2,2,1
刚刚 收到 货 ， 没 开 ， 好 不好吃 ， 待 后续 。,1,1,2,2,2,1,2,2
水果 很 新鲜 ， 物流 也 很快,1,2,2,2,2,2,2,2
一如既往 地 好 ， 物美价廉 ， 在 京东 购物 体验 很 好,2,2,1,2,1,2,1,2
一 星 好评,2,2,2,2,2,2,1,0
价格 优惠 ， 肉色 鲜味 多 汁 ， 果子 也 不 细 ！,2,2,1,2,2,2,2,2
在 京东 上面 千挑万选 的 最终 选择 了 这家 店铺 ， 到货 也 非常 快 ， 水果 新鲜 ， 果子 非常 均匀 ， 包装 的 挺 好 呀 ， 没有 破损 之类 的 现象 ， 柚子 个 头 大 小 均匀 ， 捧 着 挺重 的 ， 迫不及待 的 切开 一个 ， 皮薄 ， 果肉 挺 饱满 ， 红色 的 果粒 非常 诱人 主要 是 价格 也 比较 实惠 ， 闻 着 很 好吃 的 剥开 皮薄 肉 多 越 吃 越 好吃,1,1,1,1,1,1,2,2
东西 收到 了 ， 看 着 还 不错 ， 物流 也 很快 ！ 包装 严实 ， 完好 无 破损 ， 搞 活动 的 时候 买 的 ， 价格 比较 实惠 ！ 暂时 还 没有 食用 ， 好 的话 ， 还 会 再 来 ！,1,1,1,2,1,1,2,2
零食 很 不错 ， 送货 也 很 快 ， 品质 有 保证 ， 京东 上 买 东西 ， 送货快 ， 质量 还有 保障 ， 家里 吃喝 用品 ， 基本 都 在 京东 解决 了 ， 方便 快捷 ！ 值得 信赖 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！,1,1,1,2,1,1,1,2
这个 红心柚 子口 感 不错 的 。 水分 非常 充足 ， 甜 而 不 腻 ， 柚子 个头 也 非常 适中 ， 不 是 特大 特小 组合 ， 关键 是 价格 也 非常 漂亮 ， 以后 还 会 来 买 的 。,1,1,1,1,1,1,2,2
收 的 时候 看 起来 很 新鲜 ， 果蒂 看 起来 就 是 现摘 的 ， 老板 交代 收到 放置 两 天 在 打开 ， 就 放 两 天 在 开 果肉 很 嫩 ， 买 三 家 最后 这家 最 满意 ， 比 超市 便宜 ， 而且 果子皮 还 比较 薄 ， 挺 满意 。 酸甜 适中 ， 一家 人 中午 吃 了 一 整个 柚子,1,1,1,2,1,1,1,2
品质 很 不错 ， 性价比 比较 高 的 的 商品 ， 喜欢 的 亲 可以 直接 下手 不要 犹豫 哦 宝贝 收到 ， 物流 很快 ， 描述 相符 ， 比较 满意 ， 好评 ， 推荐,1,1,1,2,2,1,1,2
柚子 收到 了 ， 外表 新鲜 ， 买 了 有 一 段 时间 了 ， 现在 个 已经 吃 完 mdashmdash 有 个 好吃 ， 个 不好 吃 ， 不好吃 在于 果肉 带 渣 ， 其它 还 好 ， 另外 个 水多汁 酸 甜 ， 算是 不错 的 ， 个头 挺 大 个 的 ， 对 这 次 购物 也 算 满意 吧 ， 毕竟 网上 购买 不 像 在线 下 能 自己 挑 ， 自己 能 辩 哪个 好坏 ， 其它 家里 亲戚 种 有 ， 比 这 好吃 。,1,1,1,1,1,1,1,2
三 个 柚子 ， 感觉 还 不错 。 开 了 一个 柚子 ， 味道 还 可以 ， 酸甜 的 ， 就 是 柚子瓣 的 最 尖顶 的 柚子 肉 是 那 种 干干 的 ， 吃 下去 就 有点儿 剌嗓子 那种 ， 感觉 是 水分 还 没 补充 好 就 摘 了,1,1,2,2,2,2,2,2
果冻 橙 皮薄 肉 厚 ， 水分 非常 充足 ， 像 果冻橙 一样 ， 非常 非常 甜 ， 而且 是 物美价廉 ， 肉 多 ， 很 鲜 ， 一 口 咬 下去 汁 水 超 多,2,1,1,2,1,2,2,2
红心柚 收到 ， 包装 完好 ， 物流 很快 ， 今天 收到 的 大 柚子 皮薄 肉 厚 ， 颜色 红润 透明 ， 味道 超级 好 ， 我 已 买 过 单 了 ， 真的 好吃 。 而且 价格 非常 的 满意 ， 值得 推荐 给 大家 购买 。 必须 五星好评 ！ 必 购 ！,1,1,1,2,1,1,1,2
品质 很 差 ， 很 柴 ， 像 柴火 硬,0,2,2,2,2,2,2,0
价格 实惠 ， 味道 不错 ， 还是 不错 的 ！,2,1,1,2,2,2,2,2
包装 完号 ， 果 很 新鲜 ， 价格 实惠 ， 满意 谢谢 ！,1,2,1,2,1,2,1,2
这 是 第二 次 买 西梅 ！ 这 次 个头 真 的 很 大 ， 但 说 句 实话 ， 不 是 很 新鲜 了 ， 虽然 个头 但 ， 但是 很多 都 快 坏 了 ， 软 得 很 ， 上次 都 挺 好 ， 这次 真心 不 咋 地 ！,1,1,2,1,2,1,2,2
商品 性价比 高 ， 质量 可靠 ， 值得 推荐,2,2,1,2,1,2,2,2
虽然 有 点 贵 ， 但是 正宗 ， 是 真 好吃 ， 值得 回购 。,1,1,1,2,2,2,1,2
好吃 不 贵 ， 口感 很 好 ， 值得 购买 。,2,1,1,2,2,2,2,2
很 好吃 物美价廉 很 浓 的 柚子 味,2,1,1,2,1,2,2,2
柚子 甘甜 美味 ， 水分 充足 ， 很 新鲜 发货 快,1,1,2,2,2,1,2,2
柚子 不错 ， 水 份 足 ， 酸甜可口 很 好吃 ， 物流 也 很快 ， ， 给 好评,1,1,2,1,2,2,1,2
女朋友 说 想 吃 特意 买 了 好几 个 ， 很 甜 ， 发货 也 很 及时 ， 在 中秋 前 就 到 了 ， 给 老板点 赞,1,1,2,2,2,1,2,2
红心柚 子 收到 了 ， 快 吃 完 了 才 来 评价 ， 柚子 皮薄 肉 厚汁 水 多 酸酸甜甜的 ， 全家人 都 很 喜欢 吃 ， 比 在 超市 买 的 便宜 很多 ， 超市 里 买 的 有点 微苦 的 味道 ， 这个 就 没有 ， 吃 完 再 来 回购,2,1,1,2,2,1,2,2
红心柚 收到 ， 包装 完好 ， 物流 很 快 ， 收道 也 是 甜脆 可口 ， 红红的 很 好看 ， 价格 也 适合 ， 因为 柚子色 香味 俱全 ， 所以 无法 抗拒 ， 全 五星好评 ！ 真心 值得 推荐 给 大家 购买 ！ 必 购 ！,1,2,1,2,1,1,1,2
买 这个 柚子 之前 我 是 有 看 过 好几 家 店 ， 最后 看到 这家 店 的 评价 不错 就 决定 在 这家 店 买 包装 的 很 精美 ！ 柚子 的 质量 和 品质 非常 不错 ！ 大大 的 好评 以后 买 柚子 再 来 你们 店 ！,2,2,2,2,1,2,1,2
会 继续 回购 哦 ， 酸甜可口 ， 美容 养颜 味道 酸酸甜甜 的 ， 比 在 店 里 买 的 还要 好吃 ， 还 很 便宜 个头 均匀 ， 放 冰箱 能 放 很 长 时间 ， 等 吃 完 了 再 买 一点 ， 西柚 是 个 好 东西 ， 据说 能 减肥 、 一 剥 开 感觉 水份 要 溢 出来 了 一样 ， 好吃 好 闻 又 新鲜 美味 ， 营养 价值 都 是 非常 的 高 的,1,1,1,1,2,2,1,2
一 箱 有 个 果 。 快递 也 给力 。 打开 一 只 ， 水分 很足 。 家里 有 小孩 和 老人 ， 直接 剥 好 一 只 ， 满满 一 盘子 。 尝 一 口 ， 老人 说 不 酸 ， 水分 很足 ， 红心柚 子 很 好吃 。 小孩 不 怎 爱吃 的 ， 尝 了 一 口 ， 也 吃 了 不少,1,1,2,2,2,1,2,2
个头 非常 大 ， 水分 超级 多 ， 肉 多 ， 每个 都 很 好 ， 没有 坏 的 ， 柚子 味 很 浓郁 ， 非常 棒 的 水果 ， 看来 我 真的 是 买 对 了 ， 跟 在 水果 店 里 口感 一样 但是 比 水果 店 便宜 多 了 ， 超市 的 太 贵 了 ， 打算 吃 掉 再 买 的 。 非常 给力 ， 买 水果 最 满意 的 一 次 ， 他家 的 水果 非常 好 ， 发货 也 快 ， 当天 下单 ， 第二 天 就 收到 货 ， 特别 推荐 ！,1,1,1,1,2,1,1,2
柚子 份量 足 ， 表皮 光滑 ， 闻 着 很 好吃 的 剥开 皮薄 肉 多 ， 皮 也 很 轻松 就 剥 开 了 ， 吃起来 很 甜 红色 纯正 甜度 刚刚 好 ， 没有 渣 而且 水分 超级 多 ， 真的 挺 好 的 。 红心 的 吃起来 口感 不错 ～ 已经 给 朋友 们 分享 了 ！ 不错 ～ 准备 在 多 买 点 ！ ！ 现在 正是 吃 柚子 的 季节 ， 这个 柚子 真 的 味道 很 好 ， 皮 很 薄 ， 很 好 剥 ， 并且 水份 很足 ， 一点 都 不 酸 ，,2,1,2,2,1,2,2,2
绝对 的 好评 本人 是 超级 喜欢 吃 柚子 的 人 不管 什么 季节 都 会 买 柚子 吃 这个 柚子 是 我 在 网上 买 的 最 成功 的 一 次 刚 开始 收到 看 着 小小的 但是 很 有 分量 沉甸甸 的 迫不及待 的 切开 了 一个 皮 很 薄 水分 很 足 性价比 很 高 下次 还 会 再 来,2,1,1,1,1,2,1,2
柚子 刚 到 家 ， 就 迫不及待 地 削 了 一个 。 皮薄 肉厚 、 汁 多 甘甜 ， 不 染色 ， 不 打蜡 。 维生素 c 丰富 ， 每 一 口 都 是 甜蜜 的 享受 ， 赶紧 来 买 这家 的 甜心 蜜柚 吧 ！ 老板 诚信 经营 ， 价廉物美 ， 值得 购买 。,1,2,1,2,1,2,2,2
口感 很 好 ， 新鲜 美味 ， 下次 还 会 回购 的,1,1,2,2,2,2,1,2
柚子 符合 描述 ， 挺 大 的 。,1,2,2,1,2,2,2,2
之前 一 次 买 收到 的 柚子 烂 掉 了 ， 还有 两 个 很 干 ， 也 没法 吃 ， 客服 只 肯 赔偿 块 钱 ， 刚 来 看 了 下 ， 把 我 评论 隐藏 看 不 见 了 ， 店家 真 ， 欺骗 消费者 ，,0,0,2,2,0,2,0,0
个头 大 可以 ， 水分 挺足 的 ， 甜度 刚好 ， 没有 酸味 ！ ！ ！ 还 会 回购 的 ！,2,1,2,1,2,2,1,2
质量 很 好 ， 价格 便宜 实惠 ， 值得 推荐 购买,2,2,1,2,1,2,2,2
柚子 跟 苹果 一样 大 。 小 得 可怜 、 太 不符 了 。,1,2,2,0,2,2,0,1
很 好吃 的 ， 酸度 小甜度 大 颗粒 饱满 非常 的 好,1,1,2,1,2,2,2,2
柚子 又 大 又 红 ， 水分 足 特 甜 ， 推荐 购买 。,1,1,2,2,2,2,2,2
还 可以 回购 了 次,1,1,2,2,2,1,1,2
必须 差评 ， 好评 都 是 出来 的 ， 谁 买 谁 是 二货 ， 发 的 三 个 小 柚子 ， 家里 老人 都 发火 了,0,2,2,2,2,2,1,1
物流 很 给力 。 味道 还 不错 ， 分量 也 很足,2,1,2,1,2,1,2,2
宝贝 新鲜 ， 包装 精致 ， 节日 送礼 也 不错 选择 ， 物美价廉 。,1,1,1,2,1,1,2,2
柚子 个头 很 大 ， 挺 甜 ， 新鲜 ， 很 喜欢 味道 很 好,1,1,2,1,2,2,2,2
