分词,评分,评论时间
这个西柚特别好，水分多，皮薄。,5,2022-05-31 13:44:45
京东自用的水果还是非常新鲜的有活动也很划算芒果荔枝都很好,5,2022-05-17 09:59:04
西柚的香味很浓厚，而且水份很足，酸酸甜甜的。很喜欢,5,2022-05-13 18:06:14
满意的商品，超出期望，非常喜欢,5,2022-05-13 17:41:09
长期回购的红心柚，好吃,5,2023-03-22 15:59:31
偏甜一点。。。。。。,5,2023-03-22 15:27:42
不新鲜丢了一半太软乎了,5,2023-03-22 13:28:04
真的好难吃，不止没有甜味，还有一股怪味！非常差的一次购物,1,2023-03-22 10:56:28
非常差,1,2023-03-22 09:34:02
这个价格，称得上物美价廉,5,2023-03-22 08:25:52
这个价格确实物美价廉,5,2023-03-22 08:25:26
送货很快，京东真是不错，,5,2023-03-22 00:25:42
皮特别厚，一点都不好吃，果肉松懈，还苦,1,2023-03-21 21:25:29
很好吃吃完了来不及拍照了,5,2023-03-21 19:59:17
鲜嫩多汁，要是没有瓜子就更加完美了。,5,2023-03-21 17:22:00
味道杠杠滴,5,2023-03-21 13:44:13
比较好拨的西柚。。。,5,2023-03-21 13:06:00
超级甜甜到爆汁的红心柚,5,2023-03-21 12:20:14
红心柚超多水份爆汁了超级甜没有一点点酸推荐好多姐妹买了果皮很浓郁香甜吃的停不下来又下一单了,5,2023-03-21 12:11:52
说没啥味道，水分可以，不甜,5,2023-03-21 11:31:32
不新鲜，箱底有一个烂掉了,1,2023-03-21 09:06:25
坏了好几个好歹也是品牌店尽拿些坏的来卖,1,2023-03-20 19:48:20
有两个里面都干巴了,3,2023-03-20 19:29:02
红心柚和沃柑一起买的自营商品，配送很及时，红心柚果大分量足，每个都有独立包装很适合送礼，果体偏软捏起来总觉得要坏了，实际上切开水分多不影响食用。,5,2023-03-20 10:48:39
挺好的，水分很足,5,2018-01-24 01:05:07
看着很美的西柚，吃起来真心没有南非西柚的口感和味道好。,5,2018-01-23 11:38:53
活动买的，物美价廉，用着也不错，服务也不错,5,2018-01-19 09:21:52
活动时候买的，挺好的，很合适。,5,2018-01-18 08:40:35
不会很大苦涩味，挺好吃,5,2018-01-14 10:43:18
很好，很喜欢，经常购买，以后还买。,5,2018-01-13 20:54:08
很好，速度快服务态度也很好,5,2018-01-09 17:29:21
果大而且很新鲜，西柚味道说是酸酸的哦！,5,2018-01-06 11:46:02
吃完了才来评论，果大新鲜很满意。,5,2018-01-04 19:55:53
味道超级正，配上百香果泡水非常好喝,5,2018-01-02 21:15:27
价格实惠，送货速度快，以后还会再来选购。,5,2023-03-18 17:11:25
送货还是很快的，口感也不错，赞,5,2023-03-18 16:43:28
汁水饱满，买了家里人吃的，味道还可以，挺甜的,5,2023-03-18 14:34:11
还不错哟哟哟哟哟哟哟哟哟哟哟,5,2023-03-18 12:40:18
东西很不错，味道很很好。,5,2023-03-18 12:17:19
京鲜生原先有一种红心柚，榨汁很好，没货了。这种也买过，榨汁也很好，就是个头大了些，榨起来不太方便。,5,2023-03-18 12:05:32
非常新鲜，推荐给大家！,5,2023-03-18 11:43:16
多汁肉嫩很好吃还会回购,5,2023-03-18 09:14:30
外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买收到啦，很不错，非常喜欢，值得购买，嘻嘻,5,2023-03-18 08:41:53
红心柚皮薄，汁多好吃,5,2023-03-17 23:08:22
宝贝收到了，很惊喜，质量非常好，很满意的一次购物。我会继续回购的，店家值得信赖！,5,2023-03-17 21:58:46
柚子很水灵但是不够新鲜了,5,2023-03-17 15:24:40
皮儿薄，汁水多，口感细腻酸甜,5,2023-03-17 13:14:13
这个红心柚是水分是相当的大呀！真的特别好吃，水分大还特别甜，一点都不酸，有一股淡淡的柚子，柚子香味真香好几个一次能吃两三个价格还算可以推荐,5,2023-03-17 12:55:06
质量非常好，性价比非常高，快递迅速！,5,2023-03-17 10:12:28
烂了一个，味道还可以。不错，价格也不高。,5,2023-03-17 09:57:59
很新鲜，没有坏果，个头很大，很甜,5,2023-03-17 09:45:11
水分真的很足甜度适中包装完好,5,2023-03-16 22:52:03
特别好，新鲜，配送也快,5,2023-03-16 19:58:09
很新鲜，好吃，不错，下次还来买,5,2018-01-02 06:03:58
很好看很划算，女朋友很喜欢，漂亮，哈哈哈哈哈哈哈,5,2018-01-01 22:00:28
感觉非常非常不错下次还买,5,2018-01-01 09:02:11
东西不错，快递也很快。好评,5,2017-12-24 23:56:50
快递小哥很给力，东西不错，反正方便，还会继续支持京东啊,5,2017-12-18 09:26:50
京东的水果活动时购买真的很实惠，物流也很快。,5,2017-12-17 11:31:12
快递小哥特别给力。东西也挺好的,5,2017-12-16 18:31:06
还可以！京东的品质值得信赖！而且送货上门、隔天就到，很方便啦！,5,2017-12-16 15:14:54
非常酸，双买的价格是还挺便宜,5,2017-12-15 10:17:10
味道不错，个大，包装也很好,5,2017-12-12 08:13:41
好看，酸的很！,5,2017-12-12 07:01:25
很大个也很新鲜，不过西柚吃起来带点淡淡的苦味,5,2017-12-11 08:29:51
很不错的水果，新鲜味道好。,5,2017-12-09 23:14:52
东西很好，给快递大哥点赞，京东的快递员都很好,5,2017-12-09 21:47:16
快递很给力，东东也很好,5,2017-12-09 18:57:56
很好额,5,2017-12-08 18:07:03
不错，很好用，会再买的，赞一个,5,2017-12-08 13:59:32
很好吃，相信京东,5,2017-12-08 10:59:22
西柚还可以，很新鲜,5,2017-12-07 16:32:56
口感很好,5,2017-12-07 10:36:53
物美价廉值得购买送货快真的好京东商城,5,2017-12-06 21:45:27
好酸不过孕妇很爱吃,5,2017-12-05 23:52:31
不错，京东就是快，服务好，快递员服务很好,5,2017-12-05 16:33:16
不错很好用，性价比超高！,5,2017-12-05 15:19:58
新鲜，打汁喝后才评价，很不错,5,2017-12-05 09:09:28
个头好大，水份足，也很新鲜，是一次不错的购物,5,2017-12-04 16:10:32
一如即往的好，很喜欢！,5,2017-12-03 22:30:38
小孩很爱吃吃了一个呢,5,2017-12-03 11:51:32
看上去非常棒，特别心满意足,5,2017-12-03 11:05:39
好吃，老公一扒开就有一股很清香，很香的味道，让我这个努力减肥，晚上不吃东西的人都流口水,5,2017-12-02 22:10:15
质量非常好与卖家描述的完全一致真的很喜欢完全超出期望值发货速度非常快包装非常仔细、严实京东物流公司服务态度很好运送速度很快很满意的一次购物质量很好希望更多的朋友信赖京东客服态度特好我会再次光顾的，发货迅速，态度很好，很满意！很好很好！下次有机会再找你，客服人蛮好的，东东很不错淘到心意的宝贝是一件让人很开心的事，比心。我终于得到了我需要的东西，东西很好，而且价格又漂亮又便宜。谢谢！老实说，这是我在京东购物时最满意的一次购物。我对京东的态度和商品都很满意。京东的客服态度既专业又热情，他快速回答问题，我问了许多问题，但他并不觉得无聊。他会认真回答我的。我向京东致以衷心的敬意。没有多少这样好的购物平台了，下次有机会再找你，客服人蛮好的，东东很不错淘到心意的宝贝是一件让人很开心的事，比心。,5,2023-10-24 10:46:00
柚子收到很久了，忘了评价哦，柚子很甜，质量不错，也新鲜，挺不错的哦，小孩子也喜欢吃，棒棒哒，等再购买。,5,2023-10-29 16:29:35
物流首先物流方面，发货速度到货速度很快，包装也没有破损的情况，柚子也是完好无损。口感甜味和水分都比较好，比较满意的一次购物，好评。,5,2023-09-17 16:37:08
吃着挺好吃的，看着也喜庆，这个颜色，两个不大不小的。这阵忽然之间孩子都喜欢吃这，本来是试一试的态度，没想到比想象中的好。能接受，也好剥，,5,2023-09-18 17:07:16
京愿新鲜红心柚子红肉蜜柚新鲜柚子时令柚子水果新鲜生鲜水果斤装（净重斤）粒已收货，分量应该差不多吧，打开里面是红心的，应该不错吧！给五星好评！,5,2023-09-11 13:16:58
蜜柚还是这家买的好，去年就是买这家的，买了好几次别家的，就他家的水份足，价格也便宜，这几个可以吃好几天很棒！被我同事拿了一个，我开了一个，立秋到了现在正是吃柚子的时候，很新鲜秋高气爽来点柚子很是应景。,5,2023-10-04 10:16:35
红肉蜜柚水分充足多汁香甜，果汁浓郁特别的甜，个头大，皮薄肉厚，听说柚子还富含维c营养价值高。一口咬下去，充满了香甜口感，皮薄肉厚开胃生津，现在天气炎热，吃上一口蜜柚，感觉真舒适，而且果肉很新鲜，看表皮也没打腊的，有那种天然新鲜的感觉，满意的一次水果网购了。,5,2023-09-30 00:12:29
香香甜甜味道不错，吃着放心口感很好总之非常满意，水分充足很喜欢吃红心的。可惜我家这里没有卖的。都是白心的。没想到在这家卖的会这么好吃。以后还在这里买,5,2023-09-28 20:29:44
红心蜜柚果肉饱满轻咬一咬就是满嘴香甜可口的，价格也实惠吃起来香甜多汁，颜色红润，柚子很不错，而且比外面实惠便宜多了，果皮薄果肉饱满，色泽十分的好看，咬下去一口，甜甜的味道，弥漫在整个口中。果子看着很新鲜，感觉是新鲜采摘的。,5,2023-09-28 18:18:35
卖家发货超级快发的顺丰快递很速度服务特别好一大早就送来了，还有就是柚子很大个包装很到位里里外外的到位外包装精美纸盒内包装柚子有一层膜包着,5,2023-09-28 16:56:04
喜欢口感特别棒水分大,5,2023-11-08 18:22:00
回购了次感觉还可以,5,2023-11-07 10:57:05
很难吃，全扔了,1,2023-11-06 14:31:34
严重差评！差评！差评！写着两个装斤，但只发一个，只有斤，缺斤少两严重！还要主动与客服联系，做生意不讲信用。严重差评。,1,2023-11-05 21:50:21
柚子已经收到了，味道还可以,5,2023-11-05 20:16:06
好吃，第三次复购了。,5,2023-11-04 15:46:41
好吃，放了好久没没话，就是有那么一点点偏酸。,5,2023-11-03 18:23:46
大家自己看吧，他家的货太不新鲜了，个头还小，跟别家的不能比，哎，客服就是机器人，不积极处理，,5,2023-11-03 13:12:42
很喜欢吃味道好，多次购卖,5,2023-11-01 15:10:56
水分很足，很容易储存，酸酸甜甜的,5,2023-11-01 09:08:03
宝贝收到，柚子是红肉的，非常清脆爽口，水分很多，好吃，每一瓣果肉都满满的，描述相符，包装完好，比较满意，家里人很喜欢，包装完好，很新鲜，剥下来的柚子皮还可以制作蜜饯，真心不错，好评，推荐购买！好吃不贵,5,2023-10-31 08:53:19
水份足，口感细腻，无渣,5,2023-10-28 22:39:31
一般吧个头不大水分不是很多也不算很甜，不过价格还是比较公道。,3,2023-10-26 15:56:26
新鲜酸甜可口，水分也足够！,5,2023-10-25 10:22:02
果肉酸,2,2023-10-24 17:26:18
味道还可以，很甜，下次继续回购,5,2023-10-24 12:49:33
好吃，回购中,5,2023-10-23 22:32:04
希望商家可以看看这品质！都臭到流水要一个孕妇打开！柚子放家了半个月也不会出现这种情况,1,2023-10-23 18:10:59
红蜜蜜柚口感非常好，很满意性价比还很高，没有渣而且水分超级多，看皮看的出挺新鲜的，橘橘的红红的颜色还有光泽，皮薄肉多果肉饱满，直接吃最好了，口感很甜。家里人都夸我会买，家里人都爱吃，很满意呀价格也是很实惠。,5,2023-09-28 16:12:42
收到两个柚子，女儿吃了说肉质细腻，果汁也很多，吃着口感很好，分享给朋友们啦，希望商家生意兴隆，一直诚信的做事，做生意诚信最重要，希望不要让我们消费者失望。也多做活动，让我们消费者也有实质性的帮助，这样就感谢商家啦,5,2023-09-28 15:45:48
红柚子收到了，味道非常好，水分足，店家客服服务很到位，包装没有损坏，快递很给力，两天就到了，家里人都说好吃，下次回购，,5,2023-09-28 15:45:32
包装很好，红柚味道也很好，今年第一次买柚子，经济实惠，味道好吃，发货有点慢，不过看在味道的份上还是五星好评，值得下单，百人百味我觉得挺好吃,5,2023-10-06 19:30:59
超级好吃，已经回购次了家人们都喜欢吃，家里小孩子挑食也喜欢吃，连续可以吃大半个！第一次买到这么好吃的柚子，不踩雷买买买,5,2023-09-28 19:54:07
收的时候看起来很新鲜，果蒂看起来就是现摘的，老板交代收到放置两天在打开，就放两天在开果肉很嫩，买了两三家最后这家最满意，比超市便宜，而且果子皮还比较薄，挺满意。酸甜适中，一家人中午吃了一整个，柚子在我心中yyds。,5,2023-09-28 16:32:08
第一次在网上买这个，看评价还可以，就尝试了，收到后，特别好，完全超出我的预期范围内，跟商家的描述一模一样，特别喜欢这次购买的。,5,2023-09-28 15:51:49
柚子收到了，非常满意。好惊喜买了两个还送了两个。水份大特别甜吃完还会再回购。柚子是很好的水果，这个季节很容易上火，多吃有益,5,2023-09-28 15:44:26
柚子价格优惠活动优惠多多,5,2023-10-16 18:32:05
柚子水份充足，活动力度很大,5,2023-10-16 18:30:59
柚子水份足，挺好吃的哦,5,2023-10-16 18:26:47
是红柚！口感不错！,5,2023-10-14 22:50:04
吃过来评，感觉还可以。,5,2023-10-14 18:39:26
很好的购买平台，质量不错，特别是有品牌的，值得信赖,5,2023-10-12 08:35:16
非常好吃，汁水多又香甜,5,2023-10-12 07:30:51
发货特别慢，快递运输时间又特别长,1,2023-10-10 13:33:18
发货快，可以，口感还是不错,5,2023-10-10 09:11:16
两个柚子硬邦邦的，一点水份没有，十几块钱浪费了。,1,2023-10-10 05:29:31
质量一般，有点酸，不咋好吃,3,2023-10-09 21:21:10
刚刚收到货，没开，好不好吃，待后续。,5,2023-10-09 16:10:51
水果很新鲜，物流也很快,5,2023-10-08 21:56:30
一如既往地好，物美价廉，在京东购物体验很好,5,2023-10-08 15:24:40
一星好评,1,2023-10-08 14:21:36
价格优惠，肉色鲜味多汁，果子也不细！,5,2023-10-07 22:08:38
在京东上面千挑万选的最终选择了这家店铺，到货也非常快，水果新鲜，果子非常均匀，包装的挺好呀，没有破损之类的现象，柚子个头大小均匀，捧着挺重的，迫不及待的切开一个，皮薄，果肉挺饱满，红色的果粒非常诱人主要是价格也比较实惠，闻着很好吃的剥开皮薄肉多越吃越好吃,5,2023-09-28 15:09:15
东西收到了，看着还不错，物流也很快！包装严实，完好无破损，搞活动的时候买的，价格比较实惠！暂时还没有食用，好的话，还会再来！,5,2023-09-25 12:17:22
零食很不错，送货也很快，品质有保证，京东上买东西，送货快，质量还有保障，家里吃喝用品，基本都在京东解决了，方便快捷！值得信赖！！！！！！！！！！,5,2023-09-23 19:11:14
这个红心柚子口感不错的。水分非常充足，甜而不腻，柚子个头也非常适中，不是特大特小组合，关键是价格也非常漂亮，以后还会来买的。,5,2023-09-23 10:20:15
收的时候看起来很新鲜，果蒂看起来就是现摘的，老板交代收到放置两天在打开，就放两天在开果肉很嫩，买三家最后这家最满意，比超市便宜，而且果子皮还比较薄，挺满意。酸甜适中，一家人中午吃了一整个柚子,5,2023-09-28 17:57:58
品质很不错，性价比比较高的的商品，喜欢的亲可以直接下手不要犹豫哦宝贝收到，物流很快，描述相符，比较满意，好评，推荐,5,2023-09-28 15:06:16
柚子收到了，外表新鲜，买了有一段时间了，现在个已经吃完mdashmdash有个好吃，个不好吃，不好吃在于果肉带渣，其它还好，另外个水多汁酸甜，算是不错的，个头挺大个的，对这次购物也算满意吧，毕竟网上购买不像在线下能自己挑，自己能辩哪个好坏，其它家里亲戚种有，比这好吃。,5,2023-09-28 15:10:05
三个柚子，感觉还不错。开了一个柚子，味道还可以，酸甜的，就是柚子瓣的最尖顶的柚子肉是那种干干的，吃下去就有点儿剌嗓子那种，感觉是水分还没补充好就摘了,5,2023-09-28 15:23:52
果冻橙皮薄肉厚，水分非常充足，像果冻橙一样，非常非常甜，而且是物美价廉，肉多，很鲜，一口咬下去汁水超多,5,2023-09-27 10:00:48
红心柚收到，包装完好，物流很快，今天收到的大柚子皮薄肉厚，颜色红润透明，味道超级好，我已买过单了，真的好吃。而且价格非常的满意，值得推荐给大家购买。必须五星好评！必购！,5,2023-07-18 20:26:36
尚可,4,2023-10-06 16:06:52
品质很差，很柴，像柴火硬,1,2023-10-06 16:05:46
价格实惠，味道不错，还是不错的！,5,2023-10-06 16:02:27
包装完号，果很新鲜，价格实惠，满意谢谢！,5,2023-10-06 10:08:52
这是第二次买西梅！这次个头真的很大，但说句实话，不是很新鲜了，虽然个头但，但是很多都快坏了，软得很，上次都挺好，这次真心不咋地！,5,2023-10-05 16:15:09
商品性价比高，质量可靠，值得推荐,5,2023-10-05 15:46:14
物美价廉物美价廉，。,5,2023-10-05 09:16:49
虽然有点贵，但是正宗，是真好吃，值得回购。,5,2023-10-04 19:56:35
一次不好的购物，拍两个，只发了一个，,5,2023-10-04 19:54:13
好吃不贵，口感很好，值得购买。,5,2023-10-04 19:48:48
不怎样，没水份。,5,2023-10-04 18:43:46
很好吃物美价廉很浓的柚子味,5,2023-10-03 20:35:47
孩子说吃起来很有家乡的味道,5,2023-10-02 22:55:04
柚子甘甜美味，水分充足，很新鲜发货快,5,2023-10-02 20:02:19
不想评价，请看图。品相真的一言难尽,5,2023-10-02 17:02:29
柚子不错，水份足，酸甜可口很好吃，物流也很快，，给好评,5,2023-10-01 14:41:27
女朋友说想吃特意买了好几个，很甜，发货也很及时，在中秋前就到了，给老板点赞,5,2023-10-01 12:40:41
红心柚子收到了，快吃完了才来评价，柚子皮薄肉厚汁水多酸酸甜甜的，全家人都很喜欢吃，比在超市买的便宜很多，超市里买的有点微苦的味道，这个就没有，吃完再来回购,5,2023-07-18 14:41:43
红心柚收到，包装完好，物流很快，收道也是甜脆可口，红红的很好看，价格也适合，因为柚子色香味俱全，所以无法抗拒，全五星好评！真心值得推荐给大家购买！必购！,5,2023-07-16 14:01:00
买这个柚子之前我是有看过好几家店，最后看到这家店的评价不错就决定在这家店买包装的很精美！柚子的质量和品质非常不错！大大的好评以后买柚子再来你们店！,5,2023-08-05 14:50:20
会继续回购哦，酸甜可口，美容养颜味道酸酸甜甜的，比在店里买的还要好吃，还很便宜个头均匀，放冰箱能放很长时间，等吃完了再买一点，西柚是个好东西，据说能减肥、一剥开感觉水份要溢出来了一样，好吃好闻又新鲜美味，营养价值都是非常的高的,5,2023-07-18 17:12:10
一箱有个果。快递也给力。打开一只，水分很足。家里有小孩和老人，直接剥好一只，满满一盘子。尝一口，老人说不酸，水分很足，红心柚子很好吃。小孩不怎爱吃的，尝了一口，也吃了不少,5,2023-08-05 13:22:34
个头非常大，水分超级多，肉多，每个都很好，没有坏的，柚子味很浓郁，非常棒的水果，看来我真的是买对了，跟在水果店里口感一样但是比水果店便宜多了，超市的太贵了，打算吃掉再买的。非常给力，买水果最满意的一次，他家的水果非常好，发货也快，当天下单，第二天就收到货，特别推荐！,5,2023-07-24 10:27:01
柚子份量足，表皮光滑，闻着很好吃的剥开皮薄肉多，皮也很轻松就剥开了，吃起来很甜红色纯正甜度刚刚好，没有渣而且水分超级多，真的挺好的。红心的吃起来口感不错～已经给朋友们分享了！不错～准备在多买点！！现在正是吃柚子的季节，这个柚子真的味道很好，皮很薄，很好剥，并且水份很足，一点都不酸，,5,2023-07-17 18:03:08
绝对的好评本人是超级喜欢吃柚子的人不管什么季节都会买柚子吃这个柚子是我在网上买的最成功的一次刚开始收到看着小小的但是很有分量沉甸甸的迫不及待的切开了一个皮很薄水分很足性价比很高下次还会再来,5,2023-08-03 14:39:51
柚子刚到家，就迫不及待地削了一个。皮薄肉厚、汁多甘甜，不染色，不打蜡。维生素c丰富，每一口都是甜蜜的享受，赶紧来买这家的甜心蜜柚吧！老板诚信经营，价廉物美，值得购买。,5,2023-07-31 20:01:06
口感很好，新鲜美味，下次还会回购的,5,2023-09-29 22:08:10
柚子符合描述，挺大的。,5,2023-09-29 20:55:05
之前一次买收到的柚子烂掉了，还有两个很干，也没法吃，客服只肯赔偿块钱，刚来看了下，把我评论隐藏看不见了，店家真，欺骗消费者，,1,2023-09-29 20:02:46
个头大可以，水分挺足的，甜度刚好，没有酸味！！！还会回购的！,5,2023-09-29 19:35:54
质量很好，价格便宜实惠，值得推荐购买,5,2023-09-29 17:47:22
柚子跟苹果一样大。小得可怜、太不符了。,1,2023-09-29 15:21:40
很好吃的，酸度小甜度大颗粒饱满非常的好,5,2023-09-29 13:35:15
柚子又大又红，水分足特甜，推荐购买。,5,2023-09-29 13:14:03
还可以回购了次,5,2023-09-29 13:02:14
必须差评，好评都是出来的，谁买谁是二货，发的三个小柚子，家里老人都发火了,1,2023-09-29 12:26:34
物流很给力。味道还不错，分量也很足,5,2023-09-29 10:51:30
宝贝新鲜，包装精致，节日送礼也不错选择，物美价廉。,5,2023-09-29 10:27:09
柚子个头很大，挺甜，新鲜，很喜欢味道很好,5,2023-09-29 10:14:09
并没有收到柚子，商家强制签收，不肯退款,1,2023-09-29 09:35:18
比店里买的便宜很多，果肉细嫩，汁水很多，酸酸甜甜的,5,2023-09-29 04:30:20
柚子收到了，非常新鲜，好吃很甜，个头也很大，会回购。,5,2023-09-29 00:01:12
柚子难吃,1,2023-09-28 22:07:51
足称，味道挺甜。,5,2023-09-28 21:57:20
到货啦，很新鲜，刚摘的就寄过来了，如实够五五斤，跟商家描述的一样，红肉的，很美味，好评,5,2023-09-28 21:25:51
不错柚子很清甜爱吃好吃家里人都喜欢吃会继续在回购的又低脂很健康的水果,5,2023-09-28 20:47:11
买的大小还可以，两个人吃刚刚好，价格也是很划算，性价比很高，物流速度非常给力，速度挺快的，前一天中午下单，后天下午就到了，味道很甜，水分很足，非常满意，吃完还会再回购的。,5,2023-07-22 16:52:39
母亲喜欢吃柚子，我都会在网上给母亲买一点寄给他老人家，母亲收到后很开心，这家的红心柚子我是第二次买了，母亲说柚子水分子足，甜度也好，她很喜欢。京东上有些商家确实很不错，能买到很多令人惊喜的食品,5,2023-07-22 15:19:35
皮薄汁多，非常好吃，又香发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评是理想中的产品，质量不错，物流也很快，值得点赞！价格实惠，下次再来，包装很棒，客服态度很好,5,2023-07-21 20:34:57
柚子收到，包装完好。个大柚子，大小均匀。立即打开一个柚子，还挺好用。是红柚子，挺甜的，家里人吃饭的，当个小配菜，汁水很足好吃。在放几天会更好吃。物美价廉。送上好评！,5,2023-07-20 13:21:41
柚子分量很足，个头大，快递运输也很快，总之对这次购物比较满意，下次还会继续回购，柚子分量很足，个头大，快递运输也很快，总之对这次购物比较满意，下次还会继续回购，柚子分量很足，个头大，快递运输也很快，总之对这次购物比较满意，下次还会继续回购，,5,2023-07-19 14:45:33
这个柚子够大又红，味道也不错，挺甜的，酸酸甜甜的，感觉很好，唉，是从这个柚子的种植园里面直接摘出来的，很新鲜，也买了不少，送给朋友，朋友很喜欢，说这个柚子是质量非常好，很新鲜，希望京东能够继续做好这种好质量的店家，请支持他，,5,2023-07-19 14:29:27
同事买来给我们吃，觉得很好吃，水分十足，也比较甜。果断下单了，比在超市买的好吃多了，之前在其他地方买的都是外面看着很好打开就是比较干，很浪费。物流也超级给力，给卖家点赞，也相信卖家肯定会大卖的，买过的我相信都会回购。,5,2023-07-19 14:27:18
斤两是足的。非常棒啊，果肉红彤彤的，柚子皮特别薄，里后里边的果肉都是红红的。营养价值挺高富含维生素c挺多的果肉细嫩柔滑，皮薄水分多，越吃越好吃一如既往的好！柚子薄皮，红心，好有喜感，好吃好闻又新鲜美味，营养价值都是非常的高的呢！,5,2023-07-18 16:40:22
这个柚子真的真的真的强烈推荐！作为一个忠于柚子的学党行走江湖这么多年他们家真的是我吃过的最好吃的柚子！我就知道他们家的柚子肯定错不了！一进嘴果然中午刚拿到快递就直接炫掉了一个懒人真的不爱评价但是这个的好吃程度我真的很想真实的分享给大家所以拍照也，反正我已经回购了也给妈妈安排了一箱小伙伴吃了之后也跟我要了链接大家不要犹豫买就对了！！！,5,2023-07-18 11:03:44
收到包装完好的红心柚子，很满意，没有坏果。物美价廉，物流很快，服务也挺好。甜甜的味道美极了这已是第二次购买的回头客。还会回购,5,2023-07-17 18:16:58
很好吃，有点点酸，但不影响甜度，应该是甜中带了总酸，水份也足！好评，会回购的！,5,2023-09-28 17:46:55
很爱吃柚子，看到便宜的，就买了。一个大纸箱，邮过来个柚子，大小差不多，儿子想吃，就打开了一个。看着果肉挺红的，味道也可以，酸酸甜甜，就是有一点吃完嘴有点麻麻的，过了一会儿就好了查了查，说是因为柚子有点没熟造成的，现在买柚子还是有点早啊。,5,2023-09-28 17:34:25
很好吃很满意推荐大家购买。,5,2023-09-28 17:30:12
这个真的太了，包装很精美，宝贝做工比较精细，商家特别好，有问题都及时处理，确实是一次相当满意的网购，还会再来的,5,2023-09-28 17:04:20
分量很足，口感很好，很新鲜，没有磕碰包装很好。,5,2023-09-28 16:40:33
柚子皮不厚，外形圆润，水份足，口感酸甜可口,5,2023-09-28 16:40:03
柚子水分很足够，甜甜的，吃好,5,2023-09-28 16:39:04
福建红柚好味道好极了！而且还有鲜气，赞一个！,5,2023-09-28 16:13:18
非常好，很甜哦,5,2023-09-28 15:50:46
这个柚子真不错，也没有苦头，柚子茶做出来的效果也不错。,5,2023-09-28 15:41:33
刚收到孩子就打开了，孩子吃着挺好！！！！！,5,2023-09-28 15:35:22
柚子皮很薄，果子不是很大，我是徒手剥开这柚子的，水分足，我儿子喜欢吃了，三岁小孩就吃了半个柚子,5,2023-09-28 15:25:42
颜色漂亮，口感细腻吃起来酸酸甜甜的。个头均匀饱满美容养颜反正是我能一直买下去是为了减肥买来吃的吃起来很甜，，水分大皮薄，果肉饱满，比我常买的那个超市要好很多。味道酸酸甜甜的比较便宜很喜欢的哈哈哈哈爱了爱了呢，超级喜欢呢多吃点均衡下营养！,5,2023-07-21 07:14:31
口味甜中稍酸，口感好，果肉软硬适宜，值得二次下单。柚子挺甜的，就是放的时间比较久，水份都蒸发了，不够鲜嫩，价格便宜，整体还好。物流快，包装好，谢谢商家谢谢京东！良心商家。,5,2023-07-20 19:55:43
红柚收到了，打开一个品尝了和客服描述的一致，柚子新鲜像新采摘的，口感酸甜可口，肉质鲜嫩多汁，个个都饱满有弹性质量好，客服服务好，老板人诚信，已收藏吃完再回购,5,2023-07-17 21:26:38
喜欢这种柚子是因为它含水量丰富并且酸甜适中最主要的还是果肉里面很多果汁不是那种干干的柚子不过这种柚子并不是很好挑买到不好的也是很难吃不过这卖家的这个柚子确实是不错每一个都水润润好吃的很,5,2023-07-17 18:14:17
柚子挺好吃的，红心柚还是要比白心柚甜一些，一点都不酸，宝宝也很爱吃。,5,2020-12-19 19:40:04
特别特别满意！柚子很大个儿，用我的厨房秤称了一下，克然后剥开来，马上看到鲜红的果肉。果肉。晶莹剔透，,5,2020-11-06 13:23:26
红柚收到了，真心不错特别好吃，没想到这么便宜能买到这么好的柚子，挺甜的带点酸，价格也很优惠，水果也很新鲜！客服态度很好，物流很快，喜欢的亲们可以放心购买了祝老板生意兴隆，财源广进！良心卖家啊！,5,2020-09-23 21:46:58
柚子昨天就收到了，今天尝了一下味道挺好的，甜甜的，也很有水分，个头大分量足，红红的肉看起来就很有食欲，朋友尝了也说好吃，以后会再来,5,2020-09-10 13:25:33
东西收到了，打开看了一下，个头挺大的，没有碰伤，看着就红新鲜，很好剥，里面果肉红红的，甜甜的，价格也很实惠，下次再来回购。,5,2020-09-10 12:57:06
有点苦不甜水分还行,3,2020-12-12 17:17:49
柚子很好吃一点都不酸，非常甜，到货也很快头天买第二天就到了皮也不怎么厚非常推荐购买,5,2023-09-28 15:03:32
味道还可以，挺大的，这是个红柚子，总而言之，这个价格这个质量，还是很满意的！,5,2023-09-28 15:03:06
水分很足，一点都不干，一口气吃了半个，好吃的,5,2023-09-28 14:57:37
水果特别新鲜，吃着特别甜，老板服务态度也很好，还多送了两斤，很满意！,5,2023-09-27 22:43:31
物流很快包装完好，很新鲜口感好，非常好下次在买,5,2023-09-27 20:35:42
柚子很好吃，就是快递太慢了，买别的东西邮个三天就到了，这个邮了五天多，结果还邮错地方了，又耽误两天，商家也没有实质性的解决问题，最后找的快递站才给运过来的,5,2023-09-27 20:30:45
很甜，很好吃，好评，物流很快，很满意，很喜欢，好吃,5,2023-09-27 18:36:19
贵了点,5,2023-09-27 14:36:10
